k_index,q1,q2,q3,band,energy_eV
15,0.287903018400017,0.6570661114780683,0.0,15,-3.556807859597536
15,0.287903018400017,0.6570661114780683,0.0,16,-3.5396677729992354
15,0.287903018400017,0.6570661114780683,0.0,17,-1.4681365317721484
15,0.287903018400017,0.6570661114780683,0.0,18,-1.3272284806313306
15,0.287903018400017,0.6570661114780683,0.0,19,0.4551181802504024
15,0.287903018400017,0.6570661114780683,0.0,20,0.45992052247705395
15,0.287903018400017,0.6570661114780683,0.0,21,1.530119299738169
15,0.287903018400017,0.6570661114780683,0.0,22,1.5582374334063438
15,0.287903018400017,0.6570661114780683,0.0,23,1.9389235675442542
15,0.287903018400017,0.6570661114780683,0.0,24,2.0801719300237607
15,0.287903018400017,0.6570661114780683,0.0,25,3.353476124683899
15,0.287903018400017,0.6570661114780683,0.0,26,3.4318476577044676
16,0.287903018400017,0.6701807137561281,0.0,1,-13.30598789261859
16,0.287903018400017,0.6701807137561281,0.0,2,-13.275588906861906
16,0.287903018400017,0.6701807137561281,0.0,3,-13.187690012768757
16,0.287903018400017,0.6701807137561281,0.0,4,-13.184331513624109
16,0.287903018400017,0.6701807137561281,0.0,5,-6.62123566056904
16,0.287903018400017,0.6701807137561281,0.0,6,-6.613846546605302
16,0.287903018400017,0.6701807137561281,0.0,7,-6.1042424779886915
16,0.287903018400017,0.6701807137561281,0.0,8,-6.075574525109735
16,0.287903018400017,0.6701807137561281,0.0,9,-5.226311782017934
16,0.287903018400017,0.6701807137561281,0.0,10,-5.200313050410815
16,0.287903018400017,0.6701807137561281,0.0,11,-4.793285149156718
16,0.287903018400017,0.6701807137561281,0.0,12,-4.788151172763966
