mu_eV,mu_minus_reference_eV,temperature_K,region,band_id,sigma_e2_over_h,sigma_S,delta_sigma_e2_over_h,electrons_per_cell,delta_electrons_per_cell
-1.4748738806998412,-1.036775179730523,0.0,total,0,-2.3124320730453157e-10,-8.958467910516931e-15,-2.0771201425517916e-10,17.888888888888886,-0.11111111111111113
-1.4698738806998413,-1.031775179730523,0.0,total,0,-2.3124320730453157e-10,-8.958467910516931e-15,-2.0771201425517916e-10,17.888888888888886,-0.11111111111111113
-1.4648738806998411,-1.0267751797305227,0.0,total,0,-2.3124320730453157e-10,-8.958467910516931e-15,-2.0771201425517916e-10,17.888888888888886,-0.11111111111111113
-1.4598738806998413,-1.0217751797305228,0.0,total,0,-4.5124031677589563e-11,-1.748125683296185e-15,-2.15927831170859e-11,17.97222222222222,-0.027777777777777776
-1.4548738806998411,-1.016775179730523,0.0,total,0,-4.5124031677589563e-11,-1.748125683296185e-15,-2.15927831170859e-11,17.97222222222222,-0.027777777777777776
-1.4498738806998412,-1.011775179730523,0.0,total,0,-4.5124031677589563e-11,-1.748125683296185e-15,-2.15927831170859e-11,17.97222222222222,-0.027777777777777776
-1.4448738806998411,-1.0067751797305227,0.0,total,0,-4.5124031677589563e-11,-1.748125683296185e-15,-2.15927831170859e-11,17.97222222222222,-0.027777777777777776
-1.4398738806998412,-1.0017751797305228,0.0,total,0,-4.5124031677589563e-11,-1.748125683296185e-15,-2.15927831170859e-11,17.97222222222222,-0.027777777777777776
-1.4348738806998411,-0.9967751797305228,0.0,total,0,-4.5124031677589563e-11,-1.748125683296185e-15,-2.15927831170859e-11,17.97222222222222,-0.027777777777777776
-1.4298738806998412,-0.9917751797305229,0.0,total,0,-4.5124031677589563e-11,-1.748125683296185e-15,-2.15927831170859e-11,17.97222222222222,-0.027777777777777776
-1.4248738806998411,-0.9867751797305228,0.0,total,0,-4.5124031677589563e-11,-1.748125683296185e-15,-2.15927831170859e-11,17.97222222222222,-0.027777777777777776
-1.4198738806998412,-0.9817751797305229,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.414873880699841,-0.9767751797305227,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.4098738806998412,-0.9717751797305229,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.404873880699841,-0.9667751797305227,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.3998738806998412,-0.9617751797305228,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.394873880699841,-0.9567751797305227,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.3898738806998412,-0.9517751797305228,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.384873880699841,-0.9467751797305227,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.3798738806998412,-0.9417751797305228,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.374873880699841,-0.9367751797305227,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.3698738806998412,-0.9317751797305228,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.364873880699841,-0.9267751797305227,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.3598738806998412,-0.9217751797305228,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.354873880699841,-0.9167751797305227,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.3498738806998412,-0.9117751797305228,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.344873880699841,-0.9067751797305227,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.3398738806998411,-0.9017751797305228,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.334873880699841,-0.8967751797305227,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.3298738806998411,-0.8917751797305228,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.3248738806998412,-0.8867751797305229,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.3198738806998411,-0.8817751797305228,0.0,total,0,-1.642565688461432e-10,-6.363374813262906e-15,-1.4072513987439805e-10,17.98611111111111,-0.013888888888888888
-1.314873880699841,-0.8767751797305227,0.0,total,0,-1.642566376790106e-10,-6.363377479879759e-15,-1.4072511211882244e-10,17.98611111111111,-0.013888888888888888
-1.3098738806998411,-0.8717751797305228,0.0,total,0,-1.642566376790106e-10,-6.363377479879759e-15,-1.4072511211882244e-10,17.98611111111111,-0.013888888888888888
-1.3048738806998412,-0.8667751797305229,0.0,total,0,-1.642566376790106e-10,-6.363377479879759e-15,-1.4072511211882244e-10,17.98611111111111,-0.013888888888888888
-1.2998738806998411,-0.8617751797305228,0.0,total,0,-1.642566376790106e-10,-6.363377479879759e-15,-1.4072511211882244e-10,17.98611111111111,-0.013888888888888888
-1.294873880699841,-0.8567751797305226,0.0,total,0,-1.642566376790106e-10,-6.363377479879759e-15,-1.4072511211882244e-10,17.98611111111111,-0.013888888888888888
