# Job running on    1 total cores
# File reading...  : WAVECAR                                                                                                                                                          
# TOTAL RECORD LENGTH =     38304
# ISPIN            :      1 (LSORBIT = .TRUE.)
# ENCUT (eV)       :    400.0000
# NKPOINT          :    144
#  K-GRID          :     12   X  12
# NBANDS           :     26
# RECIVEC B1 (A^-1):      1.981056    -1.143763     0.000000
# RECIVEC B2       :      0.000000     2.287527     0.000000
# RECIVEC B3       :      0.000000    -0.000000     0.418879
#  dk^2 = |dk1xk2| =      0.031470
  
# Chern Number for the BANDS :    1    -    18
# Chern Number is sum of Berry Curvature over 1BZ
# Chern Number =             0.0000
# MAXVAL of BERRYCURV at kx,ky,kz (in reci)=          -0.2917          0.3750          0.0000         12.3124
# MINVAL of BERRYCURV at kx,ky,kz (in reci)=           0.3750         -0.2917          0.0000        -12.3125
# Berry Curvature (A^2) :-Im[logPI_S(det(S(K_s,K_s+1)))]/dk^2
# (cart) kx        ky        kz(A^-1)   Berry Curvature (A^2),   (recip)kx        ky        kz
   1.568336   0.333598   0.000000                   3.4328               0.791667   0.541667   0.000000
   1.568336   0.142970   0.000000                   5.0330               0.791667   0.458333   0.000000
   1.568336  -0.047657   0.000000                   6.4178               0.791667   0.375000   0.000000
   1.568336  -0.238284   0.000000                   4.0464               0.791667   0.291667   0.000000
   1.568336  -0.428911   0.000000                   3.5453               0.791667   0.208333   0.000000
   1.568336  -0.619538   0.000000                   3.3737               0.791667   0.125000   0.000000
   1.568336  -0.810166   0.000000                   1.3963               0.791667   0.041667   0.000000
   1.568336  -1.000793   0.000000                  -1.2949               0.791667  -0.041667   0.000000
   1.568336  -1.191420   0.000000                  -2.1392               0.791667  -0.125000   0.000000
   1.568336  -1.382047   0.000000                   0.0000               0.791667  -0.208333   0.000000
   1.568336  -1.572674   0.000000                   2.4715               0.791667  -0.291667   0.000000
   1.568336  -1.763302   0.000000                   3.5766               0.791667  -0.375000   0.000000
   1.568336  -1.953929   0.000000                   3.4328               0.791667  -0.458333   0.000000
   1.568336  -2.144556   0.000000                   5.0330               0.791667  -0.541667   0.000000
   1.568336  -2.335183   0.000000                   6.4178               0.791667  -0.625000   0.000000
   1.568336  -2.525811   0.000000                   4.0464               0.791667  -0.708333   0.000000
   1.568336  -2.716438   0.000000                   3.5453               0.791667  -0.791667   0.000000
   1.568336  -2.907065   0.000000                   3.3737               0.791667  -0.875000   0.000000
   1.568336  -3.097692   0.000000                   1.3963               0.791667  -0.958333   0.000000
   1.568336  -3.288319   0.000000                  -1.2949               0.791667  -1.041667   0.000000
   1.568336  -3.478947   0.000000                  -2.1392               0.791667  -1.125000   0.000000
   1.568336  -3.669574   0.000000                   0.0000               0.791667  -1.208333   0.000000
   1.568336  -3.860201   0.000000                   2.4715               0.791667  -1.291667   0.000000
   1.568336  -4.050828   0.000000                   3.5766               0.791667  -1.375000   0.000000
   1.403248   2.716438   0.000000                   3.1383               0.708333   1.541667   0.000000
   1.403248   2.525811   0.000000                   5.7679               0.708333   1.458333   0.000000
   1.403248   2.335183   0.000000                  12.3124               0.708333   1.375000   0.000000
   1.403248   2.144556   0.000000                   9.2074               0.708333   1.291667   0.000000
   1.403248   1.953929   0.000000                   4.0464               0.708333   1.208333   0.000000
   1.403248   1.763302   0.000000                   2.6827               0.708333   1.125000   0.000000
   1.403248   1.572674   0.000000                   1.1334               0.708333   1.041667   0.000000
   1.403248   1.382047   0.000000                  -1.2427               0.708333   0.958333   0.000000
   1.403248   1.191420   0.000000                  -3.3383               0.708333   0.875000   0.000000
   1.403248   1.000793   0.000000                  -2.4716               0.708333   0.791667   0.000000
   1.403248   0.810166   0.000000                  -0.0000               0.708333   0.708333   0.000000
   1.403248   0.619538   0.000000                   1.9970               0.708333   0.625000   0.000000
   1.403248   0.428911   0.000000                   3.1383               0.708333   0.541667   0.000000
   1.403248   0.238284   0.000000                   5.7679               0.708333   0.458333   0.000000
   1.403248   0.047657   0.000000                  12.3124               0.708333   0.375000   0.000000
   1.403248  -0.142970   0.000000                   9.2074               0.708333   0.291667   0.000000
   1.403248  -0.333598   0.000000                   4.0464               0.708333   0.208333   0.000000
   1.403248  -0.524225   0.000000                   2.6827               0.708333   0.125000   0.000000
   1.403248  -0.714852   0.000000                   1.1334               0.708333   0.041667   0.000000
   1.403248  -0.905479   0.000000                  -1.2427               0.708333  -0.041667   0.000000
   1.403248  -1.096106   0.000000                  -3.3383               0.708333  -0.125000   0.000000
   1.403248  -1.286734   0.000000                  -2.4716               0.708333  -0.208333   0.000000
   1.403248  -1.477361   0.000000                  -0.0000               0.708333  -0.291667   0.000000
   1.403248  -1.667988   0.000000                   1.9970               0.708333  -0.375000   0.000000
   1.403248  -1.858615   0.000000                   3.1383               0.708333  -0.458333   0.000000
   1.403248  -2.049243   0.000000                   5.7679               0.708333  -0.541667   0.000000
   1.403248  -2.239870   0.000000                  12.3124               0.708333  -0.625000   0.000000
   1.403248  -2.430497   0.000000                   9.2074               0.708333  -0.708333   0.000000
   1.403248  -2.621124   0.000000                   4.0464               0.708333  -0.791667   0.000000
   1.403248  -2.811751   0.000000                   2.6827               0.708333  -0.875000   0.000000
   1.403248  -3.002379   0.000000                   1.1334               0.708333  -0.958333   0.000000
   1.403248  -3.193006   0.000000                  -1.2427               0.708333  -1.041667   0.000000
   1.403248  -3.383633   0.000000                  -3.3383               0.708333  -1.125000   0.000000
   1.403248  -3.574260   0.000000                  -2.4716               0.708333  -1.208333   0.000000
   1.403248  -3.764887   0.000000                  -0.0000               0.708333  -1.291667   0.000000
   1.403248  -3.955515   0.000000                   1.9970               0.708333  -1.375000   0.000000
   1.238160   2.811751   0.000000                   1.9824               0.625000   1.541667   0.000000
   1.238160   2.621124   0.000000                   4.5463               0.625000   1.458333   0.000000
   1.238160   2.430497   0.000000                  10.2578               0.625000   1.375000   0.000000
   1.238160   2.239870   0.000000                  12.3124               0.625000   1.291667   0.000000
   1.238160   2.049243   0.000000                   6.4179               0.625000   1.208333   0.000000
   1.238160   1.858615   0.000000                   3.0337               0.625000   1.125000   0.000000
   1.238160   1.667988   0.000000                   1.0225               0.625000   1.041667   0.000000
   1.238160   1.477361   0.000000                  -0.9664               0.625000   0.958333   0.000000
   1.238160   1.286734   0.000000                  -3.0087               0.625000   0.875000   0.000000
   1.238160   1.096106   0.000000                  -3.5766               0.625000   0.791667   0.000000
   1.238160   0.905479   0.000000                  -1.9968               0.625000   0.708333   0.000000
   1.238160   0.714852   0.000000                   0.0000               0.625000   0.625000   0.000000
   1.238160   0.524225   0.000000                   1.9824               0.625000   0.541667   0.000000
   1.238160   0.333598   0.000000                   4.5463               0.625000   0.458333   0.000000
   1.238160   0.142970   0.000000                  10.2578               0.625000   0.375000   0.000000
   1.238160  -0.047657   0.000000                  12.3124               0.625000   0.291667   0.000000
   1.238160  -0.238284   0.000000                   6.4179               0.625000   0.208333   0.000000
   1.238160  -0.428911   0.000000                   3.0337               0.625000   0.125000   0.000000
   1.238160  -0.619538   0.000000                   1.0225               0.625000   0.041667   0.000000
   1.238160  -0.810166   0.000000                  -0.9664               0.625000  -0.041667   0.000000
   1.238160  -1.000793   0.000000                  -3.0087               0.625000  -0.125000   0.000000
   1.238160  -1.191420   0.000000                  -3.5766               0.625000  -0.208333   0.000000
   1.238160  -1.382047   0.000000                  -1.9968               0.625000  -0.291667   0.000000
   1.238160  -1.572674   0.000000                   0.0000               0.625000  -0.375000   0.000000
   1.238160  -1.763302   0.000000                   1.9824               0.625000  -0.458333   0.000000
   1.238160  -1.953929   0.000000                   4.5463               0.625000  -0.541667   0.000000
   1.238160  -2.144556   0.000000                  10.2578               0.625000  -0.625000   0.000000
   1.238160  -2.335183   0.000000                  12.3124               0.625000  -0.708333   0.000000
   1.238160  -2.525811   0.000000                   6.4179               0.625000  -0.791667   0.000000
   1.238160  -2.716438   0.000000                   3.0337               0.625000  -0.875000   0.000000
   1.238160  -2.907065   0.000000                   1.0225               0.625000  -0.958333   0.000000
   1.238160  -3.097692   0.000000                  -0.9664               0.625000  -1.041667   0.000000
   1.238160  -3.288319   0.000000                  -3.0087               0.625000  -1.125000   0.000000
   1.238160  -3.478947   0.000000                  -3.5766               0.625000  -1.208333   0.000000
   1.238160  -3.669574   0.000000                  -1.9968               0.625000  -1.291667   0.000000
   1.238160  -3.860201   0.000000                   0.0000               0.625000  -1.375000   0.000000
   1.073072   2.907065   0.000000                   0.0001               0.541667   1.541667   0.000000
   1.073072   2.716438   0.000000                   2.5136               0.541667   1.458333   0.000000
   1.073072   2.525811   0.000000                   4.5464               0.541667   1.375000   0.000000
   1.073072   2.335183   0.000000                   5.7679               0.541667   1.291667   0.000000
   1.073072   2.144556   0.000000                   5.0330               0.541667   1.208333   0.000000
   1.073072   1.953929   0.000000                   3.3471               0.541667   1.125000   0.000000
   1.073072   1.763302   0.000000                   1.2478               0.541667   1.041667   0.000000
   1.073072   1.572674   0.000000                  -1.0301               0.541667   0.958333   0.000000
   1.073072   1.382047   0.000000                  -2.6120               0.541667   0.875000   0.000000
   1.073072   1.191420   0.000000                  -3.4329               0.541667   0.791667   0.000000
   1.073072   1.000793   0.000000                  -3.1383               0.541667   0.708333   0.000000
   1.073072   0.810166   0.000000                  -1.9824               0.541667   0.625000   0.000000
   1.073072   0.619538   0.000000                   0.0001               0.541667   0.541667   0.000000
   1.073072   0.428911   0.000000                   2.5136               0.541667   0.458333   0.000000
   1.073072   0.238284   0.000000                   4.5464               0.541667   0.375000   0.000000
   1.073072   0.047657   0.000000                   5.7679               0.541667   0.291667   0.000000
   1.073072  -0.142970   0.000000                   5.0330               0.541667   0.208333   0.000000
   1.073072  -0.333598   0.000000                   3.3471               0.541667   0.125000   0.000000
   1.073072  -0.524225   0.000000                   1.2478               0.541667   0.041667   0.000000
   1.073072  -0.714852   0.000000                  -1.0301               0.541667  -0.041667   0.000000
   1.073072  -0.905479   0.000000                  -2.6120               0.541667  -0.125000   0.000000
   1.073072  -1.096106   0.000000                  -3.4329               0.541667  -0.208333   0.000000
   1.073072  -1.286734   0.000000                  -3.1383               0.541667  -0.291667   0.000000
   1.073072  -1.477361   0.000000                  -1.9824               0.541667  -0.375000   0.000000
   1.073072  -1.667988   0.000000                   0.0001               0.541667  -0.458333   0.000000
   1.073072  -1.858615   0.000000                   2.5136               0.541667  -0.541667   0.000000
   1.073072  -2.049243   0.000000                   4.5464               0.541667  -0.625000   0.000000
   1.073072  -2.239870   0.000000                   5.7679               0.541667  -0.708333   0.000000
   1.073072  -2.430497   0.000000                   5.0330               0.541667  -0.791667   0.000000
   1.073072  -2.621124   0.000000                   3.3471               0.541667  -0.875000   0.000000
   1.073072  -2.811751   0.000000                   1.2478               0.541667  -0.958333   0.000000
   1.073072  -3.002379   0.000000                  -1.0301               0.541667  -1.041667   0.000000
   1.073072  -3.193006   0.000000                  -2.6120               0.541667  -1.125000   0.000000
   1.073072  -3.383633   0.000000                  -3.4329               0.541667  -1.208333   0.000000
   1.073072  -3.574260   0.000000                  -3.1383               0.541667  -1.291667   0.000000
   1.073072  -3.764887   0.000000                  -1.9824               0.541667  -1.375000   0.000000
   0.907984   3.002379   0.000000                  -2.5136               0.458333   1.541667   0.000000
   0.907984   2.811751   0.000000                  -0.0001               0.458333   1.458333   0.000000
   0.907984   2.621124   0.000000                   1.9824               0.458333   1.375000   0.000000
   0.907984   2.430497   0.000000                   3.1383               0.458333   1.291667   0.000000
   0.907984   2.239870   0.000000                   3.4329               0.458333   1.208333   0.000000
   0.907984   2.049243   0.000000                   2.6121               0.458333   1.125000   0.000000
   0.907984   1.858615   0.000000                   1.0301               0.458333   1.041667   0.000000
   0.907984   1.667988   0.000000                  -1.2478               0.458333   0.958333   0.000000
   0.907984   1.477361   0.000000                  -3.3472               0.458333   0.875000   0.000000
   0.907984   1.286734   0.000000                  -5.0330               0.458333   0.791667   0.000000
   0.907984   1.096106   0.000000                  -5.7679               0.458333   0.708333   0.000000
   0.907984   0.905479   0.000000                  -4.5464               0.458333   0.625000   0.000000
   0.907984   0.714852   0.000000                  -2.5136               0.458333   0.541667   0.000000
   0.907984   0.524225   0.000000                  -0.0001               0.458333   0.458333   0.000000
   0.907984   0.333598   0.000000                   1.9824               0.458333   0.375000   0.000000
   0.907984   0.142970   0.000000                   3.1383               0.458333   0.291667   0.000000
   0.907984  -0.047657   0.000000                   3.4329               0.458333   0.208333   0.000000
   0.907984  -0.238284   0.000000                   2.6121               0.458333   0.125000   0.000000
   0.907984  -0.428911   0.000000                   1.0301               0.458333   0.041667   0.000000
   0.907984  -0.619538   0.000000                  -1.2478               0.458333  -0.041667   0.000000
   0.907984  -0.810166   0.000000                  -3.3472               0.458333  -0.125000   0.000000
   0.907984  -1.000793   0.000000                  -5.0330               0.458333  -0.208333   0.000000
   0.907984  -1.191420   0.000000                  -5.7679               0.458333  -0.291667   0.000000
   0.907984  -1.382047   0.000000                  -4.5464               0.458333  -0.375000   0.000000
   0.907984  -1.572674   0.000000                  -2.5136               0.458333  -0.458333   0.000000
   0.907984  -1.763302   0.000000                  -0.0001               0.458333  -0.541667   0.000000
   0.907984  -1.953929   0.000000                   1.9824               0.458333  -0.625000   0.000000
   0.907984  -2.144556   0.000000                   3.1383               0.458333  -0.708333   0.000000
   0.907984  -2.335183   0.000000                   3.4329               0.458333  -0.791667   0.000000
   0.907984  -2.525811   0.000000                   2.6121               0.458333  -0.875000   0.000000
   0.907984  -2.716438   0.000000                   1.0301               0.458333  -0.958333   0.000000
   0.907984  -2.907065   0.000000                  -1.2478               0.458333  -1.041667   0.000000
   0.907984  -3.097692   0.000000                  -3.3472               0.458333  -1.125000   0.000000
   0.907984  -3.288319   0.000000                  -5.0330               0.458333  -1.208333   0.000000
   0.907984  -3.478947   0.000000                  -5.7679               0.458333  -1.291667   0.000000
   0.907984  -3.669574   0.000000                  -4.5464               0.458333  -1.375000   0.000000
   0.742896   3.097692   0.000000                  -4.5463               0.375000   1.541667   0.000000
   0.742896   2.907065   0.000000                  -1.9823               0.375000   1.458333   0.000000
   0.742896   2.716438   0.000000                   0.0001               0.375000   1.375000   0.000000
   0.742896   2.525811   0.000000                   1.9970               0.375000   1.291667   0.000000
   0.742896   2.335183   0.000000                   3.5765               0.375000   1.208333   0.000000
   0.742896   2.144556   0.000000                   3.0086               0.375000   1.125000   0.000000
   0.742896   1.953929   0.000000                   0.9664               0.375000   1.041667   0.000000
   0.742896   1.763302   0.000000                  -1.0225               0.375000   0.958333   0.000000
   0.742896   1.572674   0.000000                  -3.0337               0.375000   0.875000   0.000000
   0.742896   1.382047   0.000000                  -6.4178               0.375000   0.791667   0.000000
   0.742896   1.191420   0.000000                 -12.3125               0.375000   0.708333   0.000000
   0.742896   1.000793   0.000000                 -10.2578               0.375000   0.625000   0.000000
   0.742896   0.810166   0.000000                  -4.5463               0.375000   0.541667   0.000000
   0.742896   0.619538   0.000000                  -1.9823               0.375000   0.458333   0.000000
   0.742896   0.428911   0.000000                   0.0001               0.375000   0.375000   0.000000
   0.742896   0.238284   0.000000                   1.9970               0.375000   0.291667   0.000000
   0.742896   0.047657   0.000000                   3.5765               0.375000   0.208333   0.000000
   0.742896  -0.142970   0.000000                   3.0086               0.375000   0.125000   0.000000
   0.742896  -0.333598   0.000000                   0.9664               0.375000   0.041667   0.000000
   0.742896  -0.524225   0.000000                  -1.0225               0.375000  -0.041667   0.000000
   0.742896  -0.714852   0.000000                  -3.0337               0.375000  -0.125000   0.000000
   0.742896  -0.905479   0.000000                  -6.4178               0.375000  -0.208333   0.000000
   0.742896  -1.096106   0.000000                 -12.3125               0.375000  -0.291667   0.000000
   0.742896  -1.286734   0.000000                 -10.2578               0.375000  -0.375000   0.000000
   0.742896  -1.477361   0.000000                  -4.5463               0.375000  -0.458333   0.000000
   0.742896  -1.667988   0.000000                  -1.9823               0.375000  -0.541667   0.000000
   0.742896  -1.858615   0.000000                   0.0001               0.375000  -0.625000   0.000000
   0.742896  -2.049243   0.000000                   1.9970               0.375000  -0.708333   0.000000
   0.742896  -2.239870   0.000000                   3.5765               0.375000  -0.791667   0.000000
   0.742896  -2.430497   0.000000                   3.0086               0.375000  -0.875000   0.000000
   0.742896  -2.621124   0.000000                   0.9664               0.375000  -0.958333   0.000000
   0.742896  -2.811751   0.000000                  -1.0225               0.375000  -1.041667   0.000000
   0.742896  -3.002379   0.000000                  -3.0337               0.375000  -1.125000   0.000000
   0.742896  -3.193006   0.000000                  -6.4178               0.375000  -1.208333   0.000000
   0.742896  -3.383633   0.000000                 -12.3125               0.375000  -1.291667   0.000000
   0.742896  -3.574260   0.000000                 -10.2578               0.375000  -1.375000   0.000000
   0.577808   3.193006   0.000000                  -5.7679               0.291667   1.541667   0.000000
   0.577808   3.002379   0.000000                  -3.1383               0.291667   1.458333   0.000000
   0.577808   2.811751   0.000000                  -1.9971               0.291667   1.375000   0.000000
   0.577808   2.621124   0.000000                  -0.0001               0.291667   1.291667   0.000000
   0.577808   2.430497   0.000000                   2.4714               0.291667   1.208333   0.000000
   0.577808   2.239870   0.000000                   3.3382               0.291667   1.125000   0.000000
   0.577808   2.049243   0.000000                   1.2428               0.291667   1.041667   0.000000
   0.577808   1.858615   0.000000                  -1.1333               0.291667   0.958333   0.000000
   0.577808   1.667988   0.000000                  -2.6827               0.291667   0.875000   0.000000
   0.577808   1.477361   0.000000                  -4.0464               0.291667   0.791667   0.000000
   0.577808   1.286734   0.000000                  -9.2074               0.291667   0.708333   0.000000
   0.577808   1.096106   0.000000                 -12.3124               0.291667   0.625000   0.000000
   0.577808   0.905479   0.000000                  -5.7679               0.291667   0.541667   0.000000
   0.577808   0.714852   0.000000                  -3.1383               0.291667   0.458333   0.000000
   0.577808   0.524225   0.000000                  -1.9971               0.291667   0.375000   0.000000
   0.577808   0.333598   0.000000                  -0.0001               0.291667   0.291667   0.000000
   0.577808   0.142970   0.000000                   2.4714               0.291667   0.208333   0.000000
   0.577808  -0.047657   0.000000                   3.3382               0.291667   0.125000   0.000000
   0.577808  -0.238284   0.000000                   1.2428               0.291667   0.041667   0.000000
   0.577808  -0.428911   0.000000                  -1.1333               0.291667  -0.041667   0.000000
   0.577808  -0.619538   0.000000                  -2.6827               0.291667  -0.125000   0.000000
   0.577808  -0.810166   0.000000                  -4.0464               0.291667  -0.208333   0.000000
   0.577808  -1.000793   0.000000                  -9.2074               0.291667  -0.291667   0.000000
   0.577808  -1.191420   0.000000                 -12.3124               0.291667  -0.375000   0.000000
   0.577808  -1.382047   0.000000                  -5.7679               0.291667  -0.458333   0.000000
   0.577808  -1.572674   0.000000                  -3.1383               0.291667  -0.541667   0.000000
   0.577808  -1.763302   0.000000                  -1.9971               0.291667  -0.625000   0.000000
   0.577808  -1.953929   0.000000                  -0.0001               0.291667  -0.708333   0.000000
   0.577808  -2.144556   0.000000                   2.4714               0.291667  -0.791667   0.000000
   0.577808  -2.335183   0.000000                   3.3382               0.291667  -0.875000   0.000000
   0.577808  -2.525811   0.000000                   1.2428               0.291667  -0.958333   0.000000
   0.577808  -2.716438   0.000000                  -1.1333               0.291667  -1.041667   0.000000
   0.577808  -2.907065   0.000000                  -2.6827               0.291667  -1.125000   0.000000
   0.577808  -3.097692   0.000000                  -4.0464               0.291667  -1.208333   0.000000
   0.577808  -3.288319   0.000000                  -9.2074               0.291667  -1.291667   0.000000
   0.577808  -3.478947   0.000000                 -12.3124               0.291667  -1.375000   0.000000
   0.412720   3.288319   0.000000                  -5.0330               0.208333   1.541667   0.000000
   0.412720   3.097692   0.000000                  -3.4328               0.208333   1.458333   0.000000
   0.412720   2.907065   0.000000                  -3.5765               0.208333   1.375000   0.000000
   0.412720   2.716438   0.000000                  -2.4715               0.208333   1.291667   0.000000
   0.412720   2.525811   0.000000                   0.0000               0.208333   1.208333   0.000000
   0.412720   2.335183   0.000000                   2.1392               0.208333   1.125000   0.000000
   0.412720   2.144556   0.000000                   1.2948               0.208333   1.041667   0.000000
   0.412720   1.953929   0.000000                  -1.3963               0.208333   0.958333   0.000000
   0.412720   1.763302   0.000000                  -3.3737               0.208333   0.875000   0.000000
   0.412720   1.572674   0.000000                  -3.5453               0.208333   0.791667   0.000000
   0.412720   1.382047   0.000000                  -4.0464               0.208333   0.708333   0.000000
   0.412720   1.191420   0.000000                  -6.4178               0.208333   0.625000   0.000000
   0.412720   1.000793   0.000000                  -5.0330               0.208333   0.541667   0.000000
   0.412720   0.810166   0.000000                  -3.4328               0.208333   0.458333   0.000000
   0.412720   0.619538   0.000000                  -3.5765               0.208333   0.375000   0.000000
   0.412720   0.428911   0.000000                  -2.4715               0.208333   0.291667   0.000000
   0.412720   0.238284   0.000000                   0.0000               0.208333   0.208333   0.000000
   0.412720   0.047657   0.000000                   2.1392               0.208333   0.125000   0.000000
   0.412720  -0.142970   0.000000                   1.2948               0.208333   0.041667   0.000000
   0.412720  -0.333598   0.000000                  -1.3963               0.208333  -0.041667   0.000000
   0.412720  -0.524225   0.000000                  -3.3737               0.208333  -0.125000   0.000000
   0.412720  -0.714852   0.000000                  -3.5453               0.208333  -0.208333   0.000000
   0.412720  -0.905479   0.000000                  -4.0464               0.208333  -0.291667   0.000000
   0.412720  -1.096106   0.000000                  -6.4178               0.208333  -0.375000   0.000000
   0.412720  -1.286734   0.000000                  -5.0330               0.208333  -0.458333   0.000000
   0.412720  -1.477361   0.000000                  -3.4328               0.208333  -0.541667   0.000000
   0.412720  -1.667988   0.000000                  -3.5765               0.208333  -0.625000   0.000000
   0.412720  -1.858615   0.000000                  -2.4715               0.208333  -0.708333   0.000000
   0.412720  -2.049243   0.000000                   0.0000               0.208333  -0.791667   0.000000
   0.412720  -2.239870   0.000000                   2.1392               0.208333  -0.875000   0.000000
   0.412720  -2.430497   0.000000                   1.2948               0.208333  -0.958333   0.000000
   0.412720  -2.621124   0.000000                  -1.3963               0.208333  -1.041667   0.000000
   0.412720  -2.811751   0.000000                  -3.3737               0.208333  -1.125000   0.000000
   0.412720  -3.002379   0.000000                  -3.5453               0.208333  -1.208333   0.000000
   0.412720  -3.193006   0.000000                  -4.0464               0.208333  -1.291667   0.000000
   0.412720  -3.383633   0.000000                  -6.4178               0.208333  -1.375000   0.000000
   0.247632   3.383633   0.000000                  -3.3472               0.125000   1.541667   0.000000
   0.247632   3.193006   0.000000                  -2.6121               0.125000   1.458333   0.000000
   0.247632   3.002379   0.000000                  -3.0087               0.125000   1.375000   0.000000
   0.247632   2.811751   0.000000                  -3.3383               0.125000   1.291667   0.000000
   0.247632   2.621124   0.000000                  -2.1391               0.125000   1.208333   0.000000
   0.247632   2.430497   0.000000                  -0.0000               0.125000   1.125000   0.000000
   0.247632   2.239870   0.000000                   0.5460               0.125000   1.041667   0.000000
   0.247632   2.049243   0.000000                  -0.9928               0.125000   0.958333   0.000000
   0.247632   1.858615   0.000000                  -3.1074               0.125000   0.875000   0.000000
   0.247632   1.667988   0.000000                  -3.3736               0.125000   0.791667   0.000000
   0.247632   1.477361   0.000000                  -2.6828               0.125000   0.708333   0.000000
   0.247632   1.286734   0.000000                  -3.0336               0.125000   0.625000   0.000000
   0.247632   1.096106   0.000000                  -3.3472               0.125000   0.541667   0.000000
   0.247632   0.905479   0.000000                  -2.6121               0.125000   0.458333   0.000000
   0.247632   0.714852   0.000000                  -3.0087               0.125000   0.375000   0.000000
   0.247632   0.524225   0.000000                  -3.3383               0.125000   0.291667   0.000000
   0.247632   0.333598   0.000000                  -2.1391               0.125000   0.208333   0.000000
   0.247632   0.142970   0.000000                  -0.0000               0.125000   0.125000   0.000000
   0.247632  -0.047657   0.000000                   0.5460               0.125000   0.041667   0.000000
   0.247632  -0.238284   0.000000                  -0.9928               0.125000  -0.041667   0.000000
   0.247632  -0.428911   0.000000                  -3.1074               0.125000  -0.125000   0.000000
   0.247632  -0.619538   0.000000                  -3.3736               0.125000  -0.208333   0.000000
   0.247632  -0.810166   0.000000                  -2.6828               0.125000  -0.291667   0.000000
   0.247632  -1.000793   0.000000                  -3.0336               0.125000  -0.375000   0.000000
   0.247632  -1.191420   0.000000                  -3.3472               0.125000  -0.458333   0.000000
   0.247632  -1.382047   0.000000                  -2.6121               0.125000  -0.541667   0.000000
   0.247632  -1.572674   0.000000                  -3.0087               0.125000  -0.625000   0.000000
   0.247632  -1.763302   0.000000                  -3.3383               0.125000  -0.708333   0.000000
   0.247632  -1.953929   0.000000                  -2.1391               0.125000  -0.791667   0.000000
   0.247632  -2.144556   0.000000                  -0.0000               0.125000  -0.875000   0.000000
   0.247632  -2.335183   0.000000                   0.5460               0.125000  -0.958333   0.000000
   0.247632  -2.525811   0.000000                  -0.9928               0.125000  -1.041667   0.000000
   0.247632  -2.716438   0.000000                  -3.1074               0.125000  -1.125000   0.000000
   0.247632  -2.907065   0.000000                  -3.3736               0.125000  -1.208333   0.000000
   0.247632  -3.097692   0.000000                  -2.6828               0.125000  -1.291667   0.000000
   0.247632  -3.288319   0.000000                  -3.0336               0.125000  -1.375000   0.000000
   0.082544   3.478947   0.000000                  -1.2478               0.041667   1.541667   0.000000
   0.082544   3.288319   0.000000                  -1.0301               0.041667   1.458333   0.000000
   0.082544   3.097692   0.000000                  -0.9664               0.041667   1.375000   0.000000
   0.082544   2.907065   0.000000                  -1.2428               0.041667   1.291667   0.000000
   0.082544   2.716438   0.000000                  -1.2949               0.041667   1.208333   0.000000
   0.082544   2.525811   0.000000                  -0.5460               0.041667   1.125000   0.000000
   0.082544   2.335183   0.000000                   0.0000               0.041667   1.041667   0.000000
   0.082544   2.144556   0.000000                  -0.1398               0.041667   0.958333   0.000000
   0.082544   1.953929   0.000000                  -0.9928               0.041667   0.875000   0.000000
   0.082544   1.763302   0.000000                  -1.3963               0.041667   0.791667   0.000000
   0.082544   1.572674   0.000000                  -1.1334               0.041667   0.708333   0.000000
   0.082544   1.382047   0.000000                  -1.0225               0.041667   0.625000   0.000000
   0.082544   1.191420   0.000000                  -1.2478               0.041667   0.541667   0.000000
   0.082544   1.000793   0.000000                  -1.0301               0.041667   0.458333   0.000000
   0.082544   0.810166   0.000000                  -0.9664               0.041667   0.375000   0.000000
   0.082544   0.619538   0.000000                  -1.2428               0.041667   0.291667   0.000000
   0.082544   0.428911   0.000000                  -1.2949               0.041667   0.208333   0.000000
   0.082544   0.238284   0.000000                  -0.5460               0.041667   0.125000   0.000000
   0.082544   0.047657   0.000000                   0.0000               0.041667   0.041667   0.000000
   0.082544  -0.142970   0.000000                  -0.1398               0.041667  -0.041667   0.000000
   0.082544  -0.333598   0.000000                  -0.9928               0.041667  -0.125000   0.000000
   0.082544  -0.524225   0.000000                  -1.3963               0.041667  -0.208333   0.000000
   0.082544  -0.714852   0.000000                  -1.1334               0.041667  -0.291667   0.000000
   0.082544  -0.905479   0.000000                  -1.0225               0.041667  -0.375000   0.000000
   0.082544  -1.096106   0.000000                  -1.2478               0.041667  -0.458333   0.000000
   0.082544  -1.286734   0.000000                  -1.0301               0.041667  -0.541667   0.000000
   0.082544  -1.477361   0.000000                  -0.9664               0.041667  -0.625000   0.000000
   0.082544  -1.667988   0.000000                  -1.2428               0.041667  -0.708333   0.000000
   0.082544  -1.858615   0.000000                  -1.2949               0.041667  -0.791667   0.000000
   0.082544  -2.049243   0.000000                  -0.5460               0.041667  -0.875000   0.000000
   0.082544  -2.239870   0.000000                   0.0000               0.041667  -0.958333   0.000000
   0.082544  -2.430497   0.000000                  -0.1398               0.041667  -1.041667   0.000000
   0.082544  -2.621124   0.000000                  -0.9928               0.041667  -1.125000   0.000000
   0.082544  -2.811751   0.000000                  -1.3963               0.041667  -1.208333   0.000000
   0.082544  -3.002379   0.000000                  -1.1334               0.041667  -1.291667   0.000000
   0.082544  -3.193006   0.000000                  -1.0225               0.041667  -1.375000   0.000000
  -0.082544   3.574260   0.000000                   1.0302              -0.041667   1.541667   0.000000
