k_index,kx_fractional,ky_fractional,kz_fractional,path_distance_inv_A,band,energy_eV,occupation
1,0.0,0.0,0.0,0.0,1,-14.264337635529484,1.0
1,0.0,0.0,0.0,0.0,2,-14.264337635474925,1.0
1,0.0,0.0,0.0,0.0,3,-14.208608823185818,1.0
1,0.0,0.0,0.0,0.0,4,-14.208608823185818,1.0
1,0.0,0.0,0.0,0.0,5,-13.166118008189686,1.0
1,0.0,0.0,0.0,0.0,6,-13.166118008135127,1.0
1,0.0,0.0,0.0,0.0,7,-13.07747236116048,1.0
1,0.0,0.0,0.0,0.0,8,-13.07747236116048,1.0
1,0.0,0.0,0.0,0.0,9,-5.924076397763946,1.0
1,0.0,0.0,0.0,0.0,10,-5.92407639754571,1.0
1,0.0,0.0,0.0,0.0,11,-5.645050735377559,1.0
1,0.0,0.0,0.0,0.0,12,-5.645050735377559,1.0
1,0.0,0.0,0.0,0.0,13,-2.6815006035767075,1.0
1,0.0,0.0,0.0,0.0,14,-2.6815006035221485,1.0
1,0.0,0.0,0.0,0.0,15,-2.6771994032640407,1.0
1,0.0,0.0,0.0,0.0,16,-2.6771994032640407,1.0
1,0.0,0.0,0.0,0.0,17,-2.6119241113783787,1.0
1,0.0,0.0,0.0,0.0,18,-2.6119241113238196,1.0
1,0.0,0.0,0.0,0.0,19,-2.6111609905713182,1.0
1,0.0,0.0,0.0,0.0,20,-2.6111609905713182,1.0
1,0.0,0.0,0.0,0.0,21,-2.455740120408316,1.0
1,0.0,0.0,0.0,0.0,22,-2.4557401198627256,1.0
1,0.0,0.0,0.0,0.0,23,-1.7609865191750127,1.0
1,0.0,0.0,0.0,0.0,24,-1.7609865191750127,1.0
1,0.0,0.0,0.0,0.0,25,-1.6118064702572252,1.0
1,0.0,0.0,0.0,0.0,26,-1.6118064702572252,1.0
1,0.0,0.0,0.0,0.0,27,-1.6056272283854902,1.0
1,0.0,0.0,0.0,0.0,28,-1.6056272283309312,1.0
1,0.0,0.0,0.0,0.0,29,-1.527556134260418,1.0
1,0.0,0.0,0.0,0.0,30,-1.527556134260418,1.0
1,0.0,0.0,0.0,0.0,31,-1.5185032662031555,1.0
1,0.0,0.0,0.0,0.0,32,-1.5185032661485964,1.0
1,0.0,0.0,0.0,0.0,33,-0.5487973439104594,1.0
1,0.0,0.0,0.0,0.0,34,-0.5487973436922233,1.0
1,0.0,0.0,0.0,0.0,35,-0.10334000500713456,0.9999999992249695
1,0.0,0.0,0.0,0.0,36,-0.10334000500713456,0.9999999992249695
1,0.0,0.0,0.0,0.0,37,2.493393684536323,0.0
1,0.0,0.0,0.0,0.0,38,2.493393684536323,0.0
1,0.0,0.0,0.0,0.0,39,2.528313675631538,0.0
1,0.0,0.0,0.0,0.0,40,2.528313675631538,0.0
1,0.0,0.0,0.0,0.0,41,2.566166924256853,0.0
1,0.0,0.0,0.0,0.0,42,2.566166924256853,0.0
1,0.0,0.0,0.0,0.0,43,2.6031608617301663,0.0
1,0.0,0.0,0.0,0.0,44,2.6031608617301663,0.0
1,0.0,0.0,0.0,0.0,45,2.690501709502108,0.0
1,0.0,0.0,0.0,0.0,46,2.690501709502108,0.0
1,0.0,0.0,0.0,0.0,47,2.6992147032286287,0.0
1,0.0,0.0,0.0,0.0,48,2.6992147032286287,0.0
1,0.0,0.0,0.0,0.0,49,2.7337123807517782,0.0
1,0.0,0.0,0.0,0.0,50,2.7337123807517782,0.0
1,0.0,0.0,0.0,0.0,51,2.741191998510274,0.0
1,0.0,0.0,0.0,0.0,52,2.741191998564833,0.0
1,0.0,0.0,0.0,0.0,53,5.146831112504749,0.0
1,0.0,0.0,0.0,0.0,54,5.146831112722985,0.0
1,0.0,0.0,0.0,0.0,55,5.31407143778228,0.0
1,0.0,0.0,0.0,0.0,56,5.314071437836839,0.0
1,0.0,0.0,0.0,0.0,57,6.106577183575277,0.0
1,0.0,0.0,0.0,0.0,58,6.106577184229984,0.0
1,0.0,0.0,0.0,0.0,59,6.41071209485829,0.0
1,0.0,0.0,0.0,0.0,60,6.41071209485829,0.0
1,0.0,0.0,0.0,0.0,61,6.689064316475937,0.0
1,0.0,0.0,0.0,0.0,62,6.6890643172397635,0.0
1,0.0,0.0,0.0,0.0,63,8.016557280756567,0.0
