mu_eV,mu_minus_reference_eV,temperature_K,region,band_id,sigma_e2_over_h,sigma_S,delta_sigma_e2_over_h,electrons_per_cell,delta_electrons_per_cell
3.254290679571569,-0.0076956219989594565,0.0,total,0,1.0003849781827807,3.875537288068915e-05,0.0,87.0,0.0
3.2619863015705284,0.0,0.0,total,0,1.0003849781827807,3.875537288068915e-05,0.0,87.0,0.0
3.269681923569488,0.0076956219989594565,0.0,total,0,1.0003849781827807,3.875537288068915e-05,0.0,87.0,0.0
