# schema=VASPBERRY_BARE_MOMENTUM_KUBO_V2
# vaspberry_version=1.3.0
# normalization=STANDARD_MINUS_TWO_IM
# operator=WAVECAR_BARE_MOMENTUM_NO_PAW_NONLOCAL_VELOCITY
# berry_connection=A_i=i<u|d/dk_i u>
# occupation_weighting=NONE
# degeneracy_policy=SKIP_ABS_GAP_LE_MACHINE_EPSILON_eV
# migration=PRE_1.3_KUBO_CURVATURE_AND_CHERN_DIVIDE_BY_2
# index_base=1
# intermediate_bands=1:26
spin,k_index,band,kx_frac,ky_frac,kz_frac,energy_eV,omega_z_A2,min_gap_eV
1,26,18,-1.38888888888889003E-002,-2.77777777777778005E-002, 0.00000000000000000E+000,-1.53945766770652037E+000, 1.11246449780727941E-002, 4.04710597345925294E-006
1,27,18,-2.77777777777778005E-002,-5.55555555555554970E-002, 0.00000000000000000E+000,-1.54795920532608355E+000, 2.50912759528092791E-002, 4.70611850849067537E-005
1,28,18,-4.16666666666666990E-002,-8.33333333333333010E-002, 0.00000000000000000E+000,-1.56421060502884757E+000, 6.21451565260465674E-002, 2.39482010272906720E-004
1,29,18,-5.55555555555556010E-002,-1.11111111111111202E-001, 0.00000000000000000E+000,-1.59099640129168152E+000, 1.26061034450786896E-001, 8.28025210156013713E-004
1,30,18,-6.94444444444444059E-002,-1.38888888888888812E-001, 0.00000000000000000E+000,-1.63156134094490213E+000, 2.02899089739771693E-001, 2.23742636680990259E-003
1,31,18,-8.33333333333333010E-002,-1.66666666666666713E-001, 0.00000000000000000E+000,-1.68856325508376015E+000, 2.44941598720994191E-001, 5.07257034869779133E-003
1,32,18,-9.72222222222222932E-002,-1.94444444444444503E-001, 0.00000000000000000E+000,-1.76263793879938291E+000, 1.50584604684815132E-001, 1.00712530655897581E-002
1,33,18,-1.11111111111111105E-001,-2.22222222222222210E-001, 0.00000000000000000E+000,-1.85060388560858557E+000,-2.43510035965667199E-001, 1.80179548193839523E-002
1,34,18,-1.25000000000000000E-001,-2.50000000000000000E-001, 0.00000000000000000E+000,-1.94396159048391670E+000,-1.11877949661860376E+000, 2.95745748529796515E-002
1,35,18,-1.38888888888888895E-001,-2.77777777777777790E-001, 0.00000000000000000E+000,-2.02840305484788974E+000,-2.35978630872363437E+000, 4.47686774736002491E-002
1,36,18,-1.52777777777777790E-001,-3.05555555555555525E-001, 0.00000000000000000E+000,-2.08678811878571846E+000,-2.87100931363262024E+000, 6.18596285126078449E-002
