# schema=VASPBERRY_BARE_MOMENTUM_KUBO_V2
# vaspberry_version=1.3.0
# normalization=STANDARD_MINUS_TWO_IM
# operator=WAVECAR_BARE_MOMENTUM_NO_PAW_NONLOCAL_VELOCITY
# berry_connection=A_i=i<u|d/dk_i u>
# occupation_weighting=NONE
# degeneracy_policy=SKIP_ABS_GAP_LE_MACHINE_EPSILON_eV
# migration=PRE_1.3_KUBO_CURVATURE_AND_CHERN_DIVIDE_BY_2
# index_base=1
# intermediate_bands=1:26
spin,k_index,band,kx_frac,ky_frac,kz_frac,energy_eV,omega_z_A2,min_gap_eV
1,120,17,-8.33333333333330373E-002,-2.50000000000000056E-001, 0.00000000000000000E+000,-1.99741027981127939E+000,-1.55942527761348582E+000, 2.76721734545168907E-002
1,121,17, 0.00000000000000000E+000,-1.66666666666666990E-001, 0.00000000000000000E+000,-1.76834290249412929E+000, 1.92498399338002673E+004, 6.23106868324896368E-008
1,122,17, 8.33333333333330373E-002,-1.66666666666667018E-001, 0.00000000000000000E+000,-1.99740961962970354E+000, 1.55947920496500836E+000, 2.76718905158237494E-002
1,123,17, 1.66666666666666963E-001,-1.66666666666666963E-001, 0.00000000000000000E+000,-2.18539697296970203E+000, 3.29089115855736347E+000, 7.69817068647919989E-002
1,124,17, 2.50000000000000000E-001,-1.66666666666667018E-001, 0.00000000000000000E+000,-2.10325256823427775E+000,-1.11677064266905446E+000, 9.71039762836456433E-002
1,125,17, 3.33333333333333037E-001,-1.66666666666667074E-001, 0.00000000000000000E+000,-1.85811733283584468E+000,-1.33703139684573524E+000, 1.06859823013220279E-001
1,126,17, 4.16666666666666963E-001,-1.66666666666666186E-001, 0.00000000000000000E+000,-1.69101877270956624E+000,-1.50138485057482840E+000, 1.12504337781308195E-001
1,127,17, 5.00000000000000000E-001,-1.66666666666667074E-001, 0.00000000000000000E+000,-1.85811557962736673E+000,-1.33697324965727460E+000, 1.06859848773310340E-001
1,128,17,-4.16666666666666963E-001,-1.66666666666666963E-001, 0.00000000000000000E+000,-2.10325083412089153E+000,-1.11676830016858708E+000, 9.71040257714745891E-002
1,129,17,-3.33333333333333037E-001,-1.66666666666666963E-001, 0.00000000000000000E+000,-2.18539652131000839E+000, 3.29070436132454613E+000, 7.69817945029043216E-002
1,130,17,-2.50000000000000000E-001,-1.66666666666666075E-001, 0.00000000000000000E+000,-1.99741075162577175E+000, 1.55937308085325155E+000, 2.76720795790810214E-002
1,131,17,-1.66666666666666075E-001,-1.66666666666666075E-001, 0.00000000000000000E+000,-1.76834350686600006E+000,-2.82970493760951459E+007, 2.72016054125856499E-009
1,132,17,-8.33333333333330373E-002,-1.66666666666666990E-001, 0.00000000000000000E+000,-1.69363582544930757E+000, 2.72646444882286121E-001, 5.07257043846598421E-003
1,133,17, 0.00000000000000000E+000,-8.33333333333330512E-002, 0.00000000000000000E+000,-1.57547713429566993E+000,-1.16689330280023790E+006, 9.87388126816313161E-009
1,134,17, 8.33333333333330373E-002,-8.33333333333330650E-002, 0.00000000000000000E+000,-1.69363530079075453E+000,-2.72598031341653335E-001, 5.07253477395086527E-003
1,135,17, 1.66666666666666963E-001,-8.33333333333330650E-002, 0.00000000000000000E+000,-1.99740962237330066E+000, 1.55943796404728285E+000, 2.76718951296834881E-002
1,136,17, 2.50000000000000000E-001,-8.33333333333330650E-002, 0.00000000000000000E+000,-2.24312133334461361E+000, 7.43776183817660019E+000, 7.04888829979211096E-002
1,137,17, 3.33333333333333037E-001,-8.33333333333330650E-002, 0.00000000000000000E+000,-2.10268195740829533E+000,-1.48993218476777906E-001, 8.77653845772634611E-002
1,138,17, 4.16666666666666963E-001,-8.33333333333330928E-002, 0.00000000000000000E+000,-1.87330279185294857E+000,-1.86787056036986332E+000, 9.46015921112026703E-002
1,139,17, 5.00000000000000000E-001,-8.33333333333330928E-002, 0.00000000000000000E+000,-1.87330245158058828E+000,-1.86787960513082441E+000, 9.46016830346363413E-002
1,140,17,-4.16666666666666963E-001,-8.33333333333329818E-002, 0.00000000000000000E+000,-2.10268162687457671E+000,-1.48808239626116806E-001, 8.77657722585318822E-002
1,141,17,-3.33333333333333037E-001,-8.33333333333330373E-002, 0.00000000000000000E+000,-2.24312128104459685E+000, 7.43764655428605259E+000, 7.04894207187587440E-002
1,142,17,-2.50000000000000000E-001,-8.33333333333330373E-002, 0.00000000000000000E+000,-1.99741028288970979E+000, 1.55941785695071755E+000, 2.76721795861036846E-002
1,143,17,-1.66666666666666075E-001,-8.33333333333330373E-002, 0.00000000000000000E+000,-1.69363582842885751E+000,-2.72637459348426481E-001, 5.07257639950897676E-003
1,144,17,-8.33333333333330373E-002,-8.33333333333330373E-002, 0.00000000000000000E+000,-1.57547725219044388E+000, 2.32330917565580970E+006, 3.03035196935752538E-009
1,1,18, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.00000000000000000E+000,-1.53683372146860497E+000,-1.76941807911320575E+003, 3.15833448283342477E-009
1,2,18, 8.33333333333330373E-002,-6.93889390390722838E-018, 0.00000000000000000E+000,-1.57547712473903534E+000, 1.67856961467079003E+005, 9.64642588030528714E-009
1,3,18, 1.66666666666666963E-001,-2.77555756156289135E-017, 0.00000000000000000E+000,-1.76834284084181359E+000,-7.37278082248994178E+003, 6.19793460998607770E-008
1,4,18, 2.50000000000000000E-001,-2.77555756156289135E-017, 0.00000000000000000E+000,-2.14626877628180424E+000, 1.60142686644521802E+002, 3.73393010733025221E-007
