# k_index	kx_frac	ky_frac	kz_frac	source_k_weight	initial_first	initial_last	final_first	final_last	transition_eV	transition_min_eV	transition_max_eV	I_plus_A2	I_minus_A2	eta	eta_valid
21	0.2222222222222222	0.611111111111111	0.0	0.02	4	4	20	20	13.871851359261294	13.871851359261294	13.871851359261294	2.5185712424682045e-18	2.343070530003102e-16	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	5	5	19	19	7.1453391277731235	7.1453391277731235	7.1453391277731235	6.256667583098014e-17	1.3890132652338577e-15	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	5	5	20	20	7.170964659486437	7.170964659486437	7.170964659486437	0.00015305404272779422	0.0001292028423083359	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	6	6	19	19	7.137273759202241	7.137273759202241	7.137273759202241	7.02628893233006e-05	3.6956022332127986e-06	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	6	6	20	20	7.162899290915554	7.162899290915554	7.162899290915554	8.271707672242795e-16	2.4411718999305402e-15	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	7	7	19	19	7.0535303546343115	7.0535303546343115	7.0535303546343115	6.555628727945346e-16	1.8309445056768358e-16	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	7	7	20	20	7.079155886347625	7.079155886347625	7.079155886347625	0.0004118461982126063	0.024637429850006998	-0.967117117682778	True
21	0.2222222222222222	0.611111111111111	0.0	0.02	8	8	19	19	7.030169871244489	7.030169871244489	7.030169871244489	0.0004327221727290774	0.026065673251990294	-0.9673397452341279	True
21	0.2222222222222222	0.611111111111111	0.0	0.02	8	8	20	20	7.055795402957802	7.055795402957802	7.055795402957802	9.671528923506042e-16	8.990970590744282e-16	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	9	10	19	19	5.836181773465144	5.835957904043434	5.836405642886854	0.1596373297043268	0.0006047936416481512	0.9924515024012462	True
21	0.2222222222222222	0.611111111111111	0.0	0.02	9	10	20	20	5.861807305178457	5.861583435756748	5.862031174600167	0.15178860868925073	0.000498520589368638	0.9934528861141435	True
21	0.2222222222222222	0.611111111111111	0.0	0.02	11	11	19	19	5.063938863689458	5.063938863689458	5.063938863689458	0.0019526498173309665	6.6862833156306105e-06	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	11	11	20	20	5.089564395402771	5.089564395402771	5.089564395402771	5.235559354507162e-15	6.151476779815488e-16	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	12	12	19	19	5.044399392424555	5.044399392424555	5.044399392424555	2.5060760255512483e-15	2.91359573053319e-16	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	12	12	20	20	5.0700249241378685	5.0700249241378685	5.0700249241378685	0.00040210167336902604	0.011932881036182317	-0.934803042235695	True
21	0.2222222222222222	0.611111111111111	0.0	0.02	13	13	19	19	4.920384986004308	4.920384986004308	4.920384986004308	1.5414282269781793e-16	2.0560262555496068e-15	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	13	13	20	20	4.946010517717621	4.946010517717621	4.946010517717621	0.02003522810825214	0.11124729040039497	-0.6947769080628584	True
21	0.2222222222222222	0.611111111111111	0.0	0.02	14	14	19	19	4.894570073311101	4.894570073311101	4.894570073311101	0.019992784066483194	0.13054367139916062	-0.7343795028966117	True
21	0.2222222222222222	0.611111111111111	0.0	0.02	14	14	20	20	4.920195605024414	4.920195605024414	4.920195605024414	6.099232037398158e-16	4.551373988880006e-15	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	15	15	19	19	4.058601576152636	4.058601576152636	4.058601576152636	1.4766080111285873e-15	1.6231690084513872e-16	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	15	15	20	20	4.084227107865949	4.084227107865949	4.084227107865949	0.001096259421092525	0.00013064423620894131	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	16	16	19	19	4.055169366758072	4.055169366758072	4.055169366758072	0.0018031377926901117	0.0006345943865989016	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	16	16	20	20	4.080794898471385	4.080794898471385	4.080794898471385	6.9261065940310475e-15	8.910505610070795e-17	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	17	17	19	19	2.2157260244191517	2.2157260244191517	2.2157260244191517	0.12311953507487236	4.048658310043728	-0.9409750280835617	True
21	0.2222222222222222	0.611111111111111	0.0	0.02	17	17	20	20	2.241351556132465	2.241351556132465	2.241351556132465	1.7554104602649255e-15	1.1502804074474865e-14	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	18	18	19	19	2.0906932992900056	2.0906932992900056	2.0906932992900056	4.895135745818907e-16	1.2340083638272578e-14	nan	False
21	0.2222222222222222	0.611111111111111	0.0	0.02	18	18	20	20	2.1163188310033187	2.1163188310033187	2.1163188310033187	0.15503324459134799	4.374006320662079	-0.9315381363498102	True
22	0.25	0.625	0.0	0.02	1	1	19	19	13.873301586544372	13.873301586544372	13.873301586544372	0.0433352238781374	0.007318854234241088	0.711026061198711	True
22	0.25	0.625	0.0	0.02	1	1	20	20	13.88919231869457	13.88919231869457	13.88919231869457	6.064826696461799e-17	2.750549120202727e-17	nan	False
22	0.25	0.625	0.0	0.02	2	2	19	19	13.844431380126778	13.844431380126778	13.844431380126778	1.2795562511784582e-17	3.592741514673827e-17	nan	False
22	0.25	0.625	0.0	0.02	2	2	20	20	13.860322112276977	13.860322112276977	13.860322112276977	0.04256701993128573	0.008415647996053295	0.6698623929195956	True
22	0.25	0.625	0.0	0.02	3	3	19	19	13.750182912352859	13.750182912352859	13.750182912352859	5.359394113808926e-18	1.539866895822135e-16	nan	False
22	0.25	0.625	0.0	0.02	3	3	20	20	13.766073644503058	13.766073644503058	13.766073644503058	5.081155273797998e-09	1.1536535490090996e-05	nan	False
22	0.25	0.625	0.0	0.02	4	4	19	19	13.746965713749752	13.746965713749752	13.746965713749752	4.341438959894435e-05	0.0001291176766189878	nan	False
22	0.25	0.625	0.0	0.02	4	4	20	20	13.762856445899951	13.762856445899951	13.762856445899951	3.190844672003507e-17	4.1001037629215544e-17	nan	False
22	0.25	0.625	0.0	0.02	5	5	19	19	7.125767467133176	7.125767467133176	7.125767467133176	8.365323702599742e-17	5.602051625441684e-15	nan	False
22	0.25	0.625	0.0	0.02	5	5	20	20	7.141658199283375	7.141658199283375	7.141658199283375	0.00013784884035175052	1.050196597401605e-06	nan	False
22	0.25	0.625	0.0	0.02	6	6	19	19	7.118244186981226	7.118244186981226	7.118244186981226	4.328972586589136e-05	1.3307251233772796e-05	nan	False
22	0.25	0.625	0.0	0.02	6	6	20	20	7.134134919131425	7.134134919131425	7.134134919131425	8.7259795332338865e-16	2.0937150219937546e-15	nan	False
22	0.25	0.625	0.0	0.02	7	7	19	19	6.823295065646311	6.823295065646311	6.823295065646311	3.8353858645987736e-16	5.595666031809805e-16	nan	False
22	0.25	0.625	0.0	0.02	7	7	20	20	6.83918579779651	6.83918579779651	6.83918579779651	0.0006474959041606954	0.026002543688922027	-0.9514075090283348	True
22	0.25	0.625	0.0	0.02	8	8	19	19	6.796498494845858	6.796498494845858	6.796498494845858	0.00061027652548188	0.02739208990933059	-0.9564125034287684	True
22	0.25	0.625	0.0	0.02	8	8	20	20	6.812389226996057	6.812389226996057	6.812389226996057	6.130698491220336e-16	7.509079027169795e-17	nan	False
22	0.25	0.625	0.0	0.02	9	9	19	19	5.75669825008533	5.75669825008533	5.75669825008533	7.249203933215579e-16	1.093581598573871e-15	nan	False
22	0.25	0.625	0.0	0.02	9	9	20	20	5.772588982235529	5.772588982235529	5.772588982235529	0.1678815753133552	0.0059464563785883995	0.9315823078624436	True
22	0.25	0.625	0.0	0.02	10	10	19	19	5.750025278252378	5.750025278252378	5.750025278252378	0.17819514993759217	0.005187429499415863	0.9434250568909928	True
22	0.25	0.625	0.0	0.02	10	10	20	20	5.765916010402577	5.765916010402577	5.765916010402577	4.309144719871947e-17	9.254163390113831e-17	nan	False
22	0.25	0.625	0.0	0.02	11	11	19	19	5.1174011806578505	5.1174011806578505	5.1174011806578505	3.5931519291660774e-17	2.1338137322463544e-15	nan	False
22	0.25	0.625	0.0	0.02	11	11	20	20	5.133291912808049	5.133291912808049	5.133291912808049	0.08998439799644722	0.11126186803335963	-0.1057285208648839	True
22	0.25	0.625	0.0	0.02	12	12	19	19	5.088058247540371	5.088058247540371	5.088058247540371	0.08664284749411753	0.11964538767040232	-0.1599826580025975	True
22	0.25	0.625	0.0	0.02	12	12	20	20	5.1039489796905695	5.1039489796905695	5.1039489796905695	1.288597747134058e-15	7.082900590157549e-17	nan	False
22	0.25	0.625	0.0	0.02	13	13	19	19	4.946225009854581	4.946225009854581	4.946225009854581	0.00286011098141262	2.4808410244471493e-06	nan	False
22	0.25	0.625	0.0	0.02	13	13	20	20	4.96211574200478	4.96211574200478	4.96211574200478	1.12063780492467e-15	5.24094512041434e-16	nan	False
22	0.25	0.625	0.0	0.02	14	14	19	19	4.907221687091949	4.907221687091949	4.907221687091949	5.4213233136256604e-15	1.9520218422114823e-16	nan	False
22	0.25	0.625	0.0	0.02	14	14	20	20	4.923112419242148	4.923112419242148	4.923112419242148	0.0030964383473982907	0.0016725383656424554	nan	False
22	0.25	0.625	0.0	0.02	15	15	19	19	4.039567863674042	4.039567863674042	4.039567863674042	3.7507220853273125e-15	1.9390139603423293e-16	nan	False
22	0.25	0.625	0.0	0.02	15	15	20	20	4.055458595824241	4.055458595824241	4.055458595824241	0.0005729397077073394	9.346696921548955e-05	nan	False
22	0.25	0.625	0.0	0.02	16	16	19	19	4.030403093485429	4.030403093485429	4.030403093485429	0.0018495298455517874	0.0012450780986235737	nan	False
22	0.25	0.625	0.0	0.02	16	16	20	20	4.046293825635628	4.046293825635628	4.046293825635628	1.1372144310412897e-15	6.892672181683503e-16	nan	False
22	0.25	0.625	0.0	0.02	17	17	19	19	2.0797957761178303	2.0797957761178303	2.0797957761178303	0.08977047337792214	4.927680232049393	-0.9642166994163714	True
22	0.25	0.625	0.0	0.02	17	17	20	20	2.095686508268029	2.095686508268029	2.095686508268029	1.835238393742522e-16	7.849374670536818e-15	nan	False
22	0.25	0.625	0.0	0.02	18	18	19	19	1.9476723575601376	1.9476723575601376	1.9476723575601376	3.467390075379463e-15	1.0580946953640613e-14	nan	False
22	0.25	0.625	0.0	0.02	18	18	20	20	1.9635630897103367	1.9635630897103367	1.9635630897103367	0.11807576065486099	5.503845357293478	-0.9579945153346614	True
23	0.2777777777777778	0.6388888888888888	0.0	0.02	1	1	19	19	13.777874967112904	13.777874967112904	13.777874967112904	0.04866689752859685	0.0038489681914093705	0.8534169383427651	True
23	0.2777777777777778	0.6388888888888888	0.0	0.02	1	1	20	20	13.784883099964848	13.784883099964848	13.784883099964848	3.441865314161018e-18	3.9450651204415474e-18	nan	False
23	0.2777777777777778	0.6388888888888888	0.0	0.02	2	2	19	19	13.747555326347042	13.747555326347042	13.747555326347042	1.9815614719464586e-18	1.634186317557801e-17	nan	False
23	0.2777777777777778	0.6388888888888888	0.0	0.02	2	2	20	20	13.754563459198986	13.754563459198986	13.754563459198986	0.048340663324455864	0.004523916471674466	0.8288488629202869	True
23	0.2777777777777778	0.6388888888888888	0.0	0.02	3	3	19	19	13.662868581804348	13.662868581804348	13.662868581804348	1.5744634347913329e-18	1.048787597539756e-16	nan	False
23	0.2777777777777778	0.6388888888888888	0.0	0.02	3	3	20	20	13.669876714656292	13.669876714656292	13.669876714656292	5.430936413833163e-09	4.718860701326024e-06	nan	False
23	0.2777777777777778	0.6388888888888888	0.0	0.02	4	4	19	19	13.659521947842071	13.659521947842071	13.659521947842071	2.6641005354844292e-05	0.00018007204520448337	nan	False
23	0.2777777777777778	0.6388888888888888	0.0	0.02	4	4	20	20	13.666530080694015	13.666530080694015	13.666530080694015	2.6965767163645042e-17	1.3434212910422933e-16	nan	False
23	0.2777777777777778	0.6388888888888888	0.0	0.02	5	5	19	19	7.1031560709994	7.1031560709994	7.1031560709994	7.646511114801539e-18	3.347974486279774e-15	nan	False
23	0.2777777777777778	0.6388888888888888	0.0	0.02	5	5	20	20	7.110164203851344	7.110164203851344	7.110164203851344	0.00014263539780787633	1.9943895547634006e-10	nan	False
