# mu_eV	mu_minus_reference_eV	temperature_K	region	band_id	sigma_e2_over_h	sigma_S	delta_sigma_e2_over_h	electrons_per_cell	delta_electrons_per_cell
-1.4748738807272115	-1.036775179733399	0.0	total	0	1.36939291728097e-11	5.30509096865927e-16	4.5338197367413013e-10	17.927469135802802	-0.07253086419753099
-1.4698738807272116	-1.0317751797333992	0.0	total	0	1.36939291728097e-11	5.30509096865927e-16	4.5338197367413013e-10	17.927469135802802	-0.07253086419753099
-1.4648738807272115	-1.026775179733399	0.0	total	0	7.623662241937973e-11	2.9534417184016686e-15	5.159246562955189e-10	17.932098765432436	-0.06790123456790134
-1.4598738807272116	-1.0217751797333992	0.0	total	0	-2.552526025390237e-10	-9.888602893793911e-15	1.8443535761136776e-10	17.941358024691702	-0.05864197530864204
-1.4548738807272115	-1.016775179733399	0.0	total	0	-2.552526025390237e-10	-9.888602893793911e-15	1.8443535761136776e-10	17.941358024691702	-0.05864197530864204
-1.4498738807272116	-1.0117751797333991	0.0	total	0	-2.552526025390237e-10	-9.888602893793911e-15	1.8443535761136776e-10	17.941358024691702	-0.05864197530864204
-1.4448738807272115	-1.006775179733399	0.0	total	0	-3.2613790017068575e-10	-1.2634731835537932e-14	1.1354997844770232e-10	17.95061728395097	-0.04938271604938274
-1.4398738807272116	-1.0017751797333991	0.0	total	0	-2.7765962322236967e-10	-1.0756661152031496e-14	1.6202813396537508e-10	17.95987654321023	-0.040123456790123496
-1.4348738807272114	-0.996775179733399	0.0	total	0	-2.7765962322236967e-10	-1.0756661152031496e-14	1.6202813396537508e-10	17.95987654321023	-0.040123456790123496
-1.4298738807272116	-0.9917751797333991	0.0	total	0	-2.7765962322236967e-10	-1.0756661152031496e-14	1.6202813396537508e-10	17.95987654321023	-0.040123456790123496
-1.4248738807272114	-0.986775179733399	0.0	total	0	-2.7765962322236967e-10	-1.0756661152031496e-14	1.6202813396537508e-10	17.95987654321023	-0.040123456790123496
-1.4198738807272115	-0.9817751797333991	0.0	total	0	-2.4619329368038486e-10	-9.537641113564413e-15	1.9349424146275496e-10	17.961419753086773	-0.03858024691358028
-1.4148738807272114	-0.976775179733399	0.0	total	0	-2.4619329368038486e-10	-9.537641113564413e-15	1.9349424146275496e-10	17.961419753086773	-0.03858024691358028
-1.4098738807272115	-0.9717751797333991	0.0	total	0	-2.4619329368038486e-10	-9.537641113564413e-15	1.9349424146275496e-10	17.961419753086773	-0.03858024691358028
-1.4048738807272114	-0.966775179733399	0.0	total	0	-3.26020105507773e-10	-1.2630168416270252e-14	1.1366769418069689e-10	17.97067901234604	-0.029320987654320986
-1.3998738807272115	-0.9617751797333991	0.0	total	0	-3.26020105507773e-10	-1.2630168416270252e-14	1.1366769418069689e-10	17.97067901234604	-0.029320987654320986
-1.3948738807272114	-0.956775179733399	0.0	total	0	-3.26020105507773e-10	-1.2630168416270252e-14	1.1366769418069689e-10	17.97067901234604	-0.029320987654320986
-1.3898738807272115	-0.9517751797333991	0.0	total	0	-3.26020105507773e-10	-1.2630168416270252e-14	1.1366769418069689e-10	17.97067901234604	-0.029320987654320986
-1.3848738807272114	-0.946775179733399	0.0	total	0	-3.26020105507773e-10	-1.2630168416270252e-14	1.1366769418069689e-10	17.97067901234604	-0.029320987654320986
-1.3798738807272115	-0.9417751797333991	0.0	total	0	-3.26020105507773e-10	-1.2630168416270252e-14	1.1366769418069689e-10	17.97067901234604	-0.029320987654320986
-1.3748738807272114	-0.936775179733399	0.0	total	0	-3.26020105507773e-10	-1.2630168416270252e-14	1.1366769418069689e-10	17.97067901234604	-0.029320987654320986
-1.3698738807272115	-0.9317751797333991	0.0	total	0	-3.26020105507773e-10	-1.2630168416270252e-14	1.1366769418069689e-10	17.97067901234604	-0.029320987654320986
-1.3648738807272114	-0.926775179733399	0.0	total	0	-4.1181786329504896e-10	-1.5954012904032437e-14	2.786976682420117e-11	17.979938271605306	-0.020061728395061727
-1.3598738807272115	-0.9217751797333991	0.0	total	0	-4.1181786329504896e-10	-1.5954012904032437e-14	2.786976682420117e-11	17.979938271605306	-0.020061728395061727
-1.3548738807272114	-0.916775179733399	0.0	total	0	-4.1181786329504896e-10	-1.5954012904032437e-14	2.786976682420117e-11	17.979938271605306	-0.020061728395061727
-1.3498738807272115	-0.911775179733399	0.0	total	0	-3.904404079335891e-10	-1.5125840478574155e-14	4.924684011281544e-11	17.98456790123494	-0.015432098765432098
-1.3448738807272114	-0.9067751797333989	0.0	total	0	-3.904404079335891e-10	-1.5125840478574155e-14	4.924684011281544e-11	17.98456790123494	-0.015432098765432098
-1.3398738807272115	-0.901775179733399	0.0	total	0	-3.4023562315967845e-10	-1.3180884090042547e-14	9.945147179737934e-11	17.989197530864573	-0.010802469135802469
-1.3348738807272116	-0.8967751797333992	0.0	total	0	-3.4023562315967845e-10	-1.3180884090042547e-14	9.945147179737934e-11	17.989197530864573	-0.010802469135802469
-1.3298738807272115	-0.891775179733399	0.0	total	0	-3.4023562315967845e-10	-1.3180884090042547e-14	9.945147179737934e-11	17.989197530864573	-0.010802469135802469
-1.3248738807272114	-0.8867751797333989	0.0	total	0	-3.4023562315967845e-10	-1.3180884090042547e-14	9.945147179737934e-11	17.989197530864573	-0.010802469135802469
-1.3198738807272115	-0.881775179733399	0.0	total	0	-3.4023562315967845e-10	-1.3180884090042547e-14	9.945147179737934e-11	17.989197530864573	-0.010802469135802469
-1.3148738807272116	-0.8767751797333991	0.0	total	0	-3.4023537392569725e-10	-1.3180874434603804e-14	9.945147136369847e-11	17.989197530864573	-0.010802469135802469
