# k_index	kx_frac	ky_frac	kz_frac	source_k_weight	photon_eV	I_plus_A2_per_eV	I_minus_A2_per_eV	eta	eta_valid
1	0.0	0.0	0.0	0.02	1.92	2.0751064015046548e-14	2.0751059192942155e-14	nan	False
1	0.0	0.0	0.0	0.02	1.93	1.0321198221489945e-13	1.032119582307223e-13	nan	False
1	0.0	0.0	0.0	0.02	1.94	4.932288386167457e-13	4.932287240018294e-13	nan	False
1	0.0	0.0	0.0	0.02	1.95	2.264620932007186e-12	2.2646204057651636e-12	nan	False
1	0.0	0.0	0.0	0.02	1.96	9.990136992447856e-12	9.990134671005385e-12	nan	False
1	0.0	0.0	0.0	0.02	1.97	4.234249536424462e-11	4.234248552507887e-11	nan	False
1	0.0	0.0	0.0	0.02	1.98	1.7242919734479989e-10	1.7242915727783068e-10	nan	False
1	0.0	0.0	0.0	0.02	1.99	6.746443374120885e-10	6.746441806494884e-10	nan	False
1	0.0	0.0	0.0	0.02	2.0	2.536116182846608e-09	2.5361155935607434e-09	nan	False
1	0.0	0.0	0.0	0.02	2.01	9.159973865906387e-09	9.15997173758607e-09	nan	False
1	0.0	0.0	0.0	0.02	2.02	3.1787105239647567e-08	3.178709785422927e-08	nan	False
1	0.0	0.0	0.0	0.02	2.0300000000000002	1.0598404215345648e-07	1.059840175305113e-07	nan	False
1	0.0	0.0	0.0	0.02	2.04	3.3951907754460407e-07	3.395189986710819e-07	nan	False
1	0.0	0.0	0.0	0.02	2.05	1.0450185550956184e-06	1.0450183123517843e-06	nan	False
1	0.0	0.0	0.0	0.02	2.06	3.090455264059011e-06	3.0904545462810523e-06	nan	False
1	0.0	0.0	0.0	0.02	2.0700000000000003	8.781382423340429e-06	8.78138038415876e-06	nan	False
1	0.0	0.0	0.0	0.02	2.08	2.3974506862035316e-05	2.397450129602224e-05	nan	False
1	0.0	0.0	0.0	0.02	2.09	6.289101899077551e-05	6.289100439412533e-05	nan	False
1	0.0	0.0	0.0	0.02	2.1	0.00015852120962306983	0.00015852117284571952	nan	False
1	0.0	0.0	0.0	0.02	2.1100000000000003	0.0003839334888743504	0.0003839333998471445	nan	False
1	0.0	0.0	0.0	0.02	2.12	0.0008935271681435714	0.0008935269610932498	nan	False
1	0.0	0.0	0.0	0.02	2.13	0.0019982976068814817	0.0019982971442508613	nan	False
1	0.0	0.0	0.0	0.02	2.14	0.004294733723969124	0.004294732730874126	nan	False
1	0.0	0.0	0.0	0.02	2.1500000000000004	0.008870871313132668	0.008870869265106671	nan	False
1	0.0	0.0	0.0	0.02	2.16	0.017611246276064557	0.01761124221859228	nan	False
1	0.0	0.0	0.0	0.02	2.17	0.033609335359112064	0.0336093276370351	1.1487995475930761e-07	True
1	0.0	0.0	0.0	0.02	2.1799999999999997	0.06166577948593442	0.06166576536872926	1.1446548552074112e-07	True
1	0.0	0.0	0.0	0.02	2.19	0.108800888922986	0.108800864133378	1.1392191311439337e-07	True
1	0.0	0.0	0.0	0.02	2.2	0.18464651350635505	0.18464647169853116	1.1321044691410341e-07	True
1	0.0	0.0	0.0	0.02	2.21	0.30152367904172356	0.3015236113305721	1.122816610646443e-07	True
1	0.0	0.0	0.0	0.02	2.2199999999999998	0.4739892398401683	0.4739891345450774	1.1107330474382813e-07	True
