k_index,q1,q2,q3,path_inv_A,band,energy_eV
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,15,-3.590904319417371
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,16,-3.5698217865925654
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,17,-1.4399951703612377
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,18,-1.2952459344982659
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,19,0.42074783946855643
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,20,0.4210647276673991
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,21,1.508207899246579
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,22,1.5379377784478026
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,23,1.9740429360967895
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,24,2.116260720749326
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,25,3.3808858822934
2,0.3194444444444445,0.638888888888889,0.0,0.05502933456810839,26,3.4609650560401763
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,1,-13.309475313163553
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,2,-13.279120849041956
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,3,-13.189348694761602
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,4,-13.185986865365006
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,5,-6.616565063780806
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,6,-6.609124773593077
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,7,-6.1005598639017755
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,8,-6.073048320608141
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,9,-5.2011033359601875
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,10,-5.1699274404848
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,11,-4.817950742885095
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,12,-4.816958370309548
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,13,-4.365676567032816
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,14,-4.32440000113005
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,15,-3.5260121535479416
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,16,-3.511348532340221
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,17,-1.4934085976242581
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,18,-1.3548527686712597
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,19,0.4766796395295789
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,20,0.48334340174754453
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,21,1.5296583722866126
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,22,1.5562095896271404
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,23,1.9097924760911402
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,24,2.0491151654179247
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,25,3.3458206138099085
3,0.3055555555555555,0.611111111111111,0.0,0.11005866913621709,26,3.4229431494409392
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,1,-13.348542369672813
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,2,-13.319655652991333
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,3,-13.2119328142687
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,4,-13.208673541652026
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,5,-6.550331788075107
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,6,-6.542453311647644
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,7,-6.215956767108463
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,8,-6.194087914164679
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,9,-5.0660740622136355
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,10,-5.041667430750016
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,11,-4.747039164503773
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,12,-4.732828005715089
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,13,-4.427614341148211
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,14,-4.391527484096312
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,15,-3.4314423261148947
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,16,-3.4238970047373085
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,17,-1.5753180728869722
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,18,-1.4446647832153596
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,19,0.5563077848953552
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,20,0.5700920944547454
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,21,1.5572491652687188
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,22,1.5766002493846276
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,23,1.8079882925735116
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,24,1.9400167135368198
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,25,3.294267096661775
4,0.2916666666666667,0.5833333333333334,0.0,0.16508800370432547,26,3.366117901367099
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,1,-13.405398144468702
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,2,-13.378478906698966
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,3,-13.24391791758789
