k_index,kx_frac,ky_frac,kz_frac,source_k_weight,photon_eV,I_plus_A2_per_eV,I_minus_A2_per_eV,eta,eta_valid
1,0.0,0.0,0.0,0.02,0.5,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.51,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.52,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.53,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.54,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.55,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.56,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.5700000000000001,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.58,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.59,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.6,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.61,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.62,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.63,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.64,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.65,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.66,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.67,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.6799999999999999,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.69,0.0,0.0,nan,False
1,0.0,0.0,0.0,0.02,0.7,7.86e-322,7.9e-322,nan,False
1,0.0,0.0,0.0,0.02,0.71,1.51661e-318,1.525976e-318,nan,False
1,0.0,0.0,0.0,0.02,0.72,2.816993115e-315,2.834395935e-315,nan,False
1,0.0,0.0,0.0,0.02,0.73,5.02721381734e-312,5.058270428415e-312,nan,False
1,0.0,0.0,0.0,0.02,0.74,8.619820379176207e-309,8.673070026264755e-309,nan,False
1,0.0,0.0,0.0,0.02,0.75,1.420033280414068e-305,1.4288054622329106e-305,nan,False
1,0.0,0.0,0.0,0.02,0.76,2.2476488434175382e-302,2.2615332312315281e-302,nan,False
1,0.0,0.0,0.0,0.02,0.77,3.418127375175173e-299,3.4392415477618834e-299,nan,False
1,0.0,0.0,0.0,0.02,0.78,4.994340062741105e-296,5.025189668530028e-296,nan,False
1,0.0,0.0,0.0,0.02,0.79,7.011296656579425e-293,7.054603186971648e-293,nan,False
1,0.0,0.0,0.0,0.02,0.8,9.45691015439213e-290,9.515319909099463e-290,nan,False
1,0.0,0.0,0.0,0.02,0.81,1.2255505788092045e-286,1.233119702359107e-286,nan,False
1,0.0,0.0,0.0,0.02,0.8200000000000001,1.5259654367683952e-283,1.5353894096104703e-283,nan,False
1,0.0,0.0,0.0,0.02,0.8300000000000001,1.8255348320391788e-280,1.8368081219904388e-280,nan,False
1,0.0,0.0,0.0,0.02,0.8400000000000001,2.098302421005488e-277,2.1112591551663262e-277,nan,False
1,0.0,0.0,0.0,0.02,0.8500000000000001,2.3172837477609995e-274,2.331591408662102e-274,nan,False
1,0.0,0.0,0.0,0.02,0.86,2.4588060201300525e-271,2.473985956396103e-271,nan,False
1,0.0,0.0,0.0,0.02,0.87,2.506709982951309e-268,2.5221838719333556e-268,nan,False
1,0.0,0.0,0.0,0.02,0.88,2.4553853728562435e-265,2.470540417634345e-265,nan,False
1,0.0,0.0,0.0,0.02,0.89,2.3108519138708838e-262,2.325112690896861e-262,nan,False
1,0.0,0.0,0.0,0.02,0.9,2.0895979749931257e-259,2.1024910756498459e-259,nan,False
1,0.0,0.0,0.0,0.02,0.91,1.8154864910537852e-256,1.8266860204642825e-256,nan,False
1,0.0,0.0,0.0,0.02,0.9199999999999999,1.515530475245207e-253,1.5248774354382306e-253,nan,False
1,0.0,0.0,0.0,0.02,0.9299999999999999,1.2155691209339234e-250,1.2230640793622523e-250,nan,False
1,0.0,0.0,0.0,0.02,0.94,9.367856593022467e-248,9.425599185637302e-248,nan,False
1,0.0,0.0,0.0,0.02,0.95,6.936637332319232e-245,6.979379008159501e-245,nan,False
1,0.0,0.0,0.0,0.02,0.96,4.9352470823373815e-242,4.965644383578498e-242,nan,False
1,0.0,0.0,0.0,0.02,0.97,3.3738314710008658e-239,3.3946019600479934e-239,nan,False
1,0.0,0.0,0.0,0.02,0.98,2.216135774780476e-236,2.2297717633854976e-236,nan,False
1,0.0,0.0,0.0,0.02,0.99,1.3987250083520003e-233,1.4073261232331504e-233,nan,False
1,0.0,0.0,0.0,0.02,1.0,8.48274622163093e-231,8.534871822835173e-231,nan,False
1,0.0,0.0,0.0,0.02,1.01,4.943274071092074e-228,4.9736252534493124e-228,nan,False
1,0.0,0.0,0.0,0.02,1.02,2.7680490055157643e-225,2.7850286408002436e-225,nan,False
1,0.0,0.0,0.0,0.02,1.03,1.4894348365526056e-222,1.49856144261809e-222,nan,False
1,0.0,0.0,0.0,0.02,1.04,7.701348859106807e-220,7.748481139756168e-220,nan,False
