# mu_eV	mu_minus_reference_eV	temperature_K	region	band_id	sigma_e2_over_h	sigma_S	delta_sigma_e2_over_h	electrons_per_cell	delta_electrons_per_cell
3.2568558869045554	-0.005130414665972971	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2571979145489536	-0.0047883870215748026	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2575399421933517	-0.004446359377176634	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.25788196983775	-0.004104331732778466	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.258223997482148	-0.003762304088380297	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2585660251265463	-0.0034202764439821287	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2589080527709444	-0.0030782487995839602	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2592500804153426	-0.002736221155185792	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.259592108059741	-0.0023941935107871792	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2599341357041394	-0.0020521658663890108	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2602761633485375	-0.0017101382219908423	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2606181909929357	-0.0013681105775926738	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.260960218637334	-0.0010260829331945054	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.261302246281732	-0.0006840552887963369	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.26164427392613	-0.00034202764439816846	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2619863015705284	0.0	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2623283292149265	0.00034202764439816846	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2626703568593247	0.0006840552887963369	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.263012384503723	0.0010260829331945054	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.263354412148121	0.0013681105775926738	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.263696439792519	0.0017101382219908423	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2640384674369174	0.0020521658663890108	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2643804950813156	0.0023941935107871792	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.264722522725714	0.002736221155185792	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2650645503701123	0.0030782487995839602	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2654065780145105	0.0034202764439821287	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2657486056589087	0.003762304088380297	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.266090633303307	0.004104331732778466	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.266432660947705	0.004446359377176634	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.266774688592103	0.0047883870215748026	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2671167162365014	0.005130414665972971	0.0	total	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2568558869045554	-0.005130414665972971	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2571979145489536	-0.0047883870215748026	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2575399421933517	-0.004446359377176634	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.25788196983775	-0.004104331732778466	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.258223997482148	-0.003762304088380297	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2585660251265463	-0.0034202764439821287	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2589080527709444	-0.0030782487995839602	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2592500804153426	-0.002736221155185792	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.259592108059741	-0.0023941935107871792	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2599341357041394	-0.0020521658663890108	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2602761633485375	-0.0017101382219908423	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2606181909929357	-0.0013681105775926738	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.260960218637334	-0.0010260829331945054	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.261302246281732	-0.0006840552887963369	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.26164427392613	-0.00034202764439816846	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2619863015705284	0.0	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2623283292149265	0.00034202764439816846	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.2626703568593247	0.0006840552887963369	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.263012384503723	0.0010260829331945054	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
3.263354412148121	0.0013681105775926738	0.0	rest	0	163.1092059559284	0.006318925448658776	0.0	123.0	0.0
