# schema=VASPBERRY_BARE_MOMENTUM_KUBO_V2
# vaspberry_version=1.3.0
# normalization=STANDARD_MINUS_TWO_IM
# operator=WAVECAR_BARE_MOMENTUM_NO_PAW_NONLOCAL_VELOCITY
# berry_connection=A_i=i<u|d/dk_i u>
# occupation_weighting=NONE
# degeneracy_policy=SKIP_ABS_GAP_LE_MACHINE_EPSILON_eV
# migration=PRE_1.3_KUBO_CURVATURE_AND_CHERN_DIVIDE_BY_2
# index_base=1
# intermediate_bands=1:32
spin,k_index,band,kx_frac,ky_frac,kz_frac,energy_eV,omega_z_A2,min_gap_eV
1,18,17, 8.69556521739130450E-002, 1.73913130434782626E-001, 0.00000000000000000E+000,-1.71241779106928393E+000,-2.55003311882713302E-001, 6.13589477256804017E-003
1,19,17, 7.24630434782608801E-002, 1.44927608695652244E-001, 0.00000000000000000E+000,-1.64519839529986145E+000,-2.33410225892783069E-001, 2.70853720988761815E-003
1,20,17, 5.79704347826086597E-002, 1.15942086956521750E-001, 0.00000000000000000E+000,-1.59796747127972405E+000,-1.43987008988204573E-001, 9.99313849680216748E-004
1,21,17, 4.34778260869564948E-002, 8.69565652173913683E-002, 0.00000000000000000E+000,-1.56732491522783435E+000,-6.28935460688755943E-002, 2.86589226605515890E-004
1,22,17, 2.89852173913043298E-002, 5.79710434782608752E-002, 0.00000000000000000E+000,-1.54909459208205247E+000,-1.36837355386332290E-002, 5.54154495915337719E-005
1,23,17, 1.44926086956521649E-002, 2.89855217391304931E-002, 0.00000000000000000E+000,-1.53970046830558260E+000, 6.51472311935390180E-003, 4.66699182610774699E-006
1,24,17, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.00000000000000000E+000,-1.53683372457591938E+000,-5.57572169812287611E+004, 3.13766257420411421E-009
1,25,17, 0.00000000000000000E+000, 0.00000000000000000E+000, 0.00000000000000000E+000,-1.53683372459584699E+000, 2.48926609305885904E+003, 3.12264702984066389E-009
1,26,17,-1.44926086956521753E-002,-2.89855217391304341E-002, 0.00000000000000000E+000,-1.53970046517867276E+000,-6.26042469440250479E-003, 4.66073008498213426E-006
1,27,17,-2.89852173913043507E-002,-5.79710434782608683E-002, 0.00000000000000000E+000,-1.54909458893325103E+000, 1.36672522187341154E-002, 5.54091371107734432E-005
1,28,17,-4.34778260869565225E-002,-8.69565652173912990E-002, 0.00000000000000000E+000,-1.56732491203578750E+000, 6.29033359756885485E-002, 2.86582836563686882E-004
