# Job running on    1 total cores
# File reading...  : WAVECAR                                                                    
# TOTAL RECORD LENGTH =     38304
# ISPIN            :      1 (LSORBIT = .TRUE.)
# ENCUT (eV)       :    400.0000
# NKPOINT          :    144
#  K-GRID          :     12   X  12
# NBANDS           :     26
# RECIVEC B1 (A^-1):      1.981056    -1.143763     0.000000
# RECIVEC B2       :      0.000000     2.287527     0.000000
# RECIVEC B3       :      0.000000    -0.000000     0.418879
#  dk^2 = |dk1xk2| =      0.031470
  
# Chern Number for the BANDS :    1    -    18
# Chern Number is sum of Berry Curvature over 1BZ
# Chern Number =          -0.000000
# MAXVAL of BERRYCURV at kx,ky,kz (in reci)=        -0.291667        0.375000        0.000000       12.233671
# MINVAL of BERRYCURV at kx,ky,kz (in reci)=         0.375000       -0.291667        0.000000      -12.233671
# Berry Curvature (A^-2) :-Im[logPI_S(det(S(K_s,K_s+1)))]/dk^2
# (cart) kx        ky        kz(A^-1)   Berry Curvature (A^-2),   (recip)kx        ky        kz
   1.733424  -0.524225   0.000000        3.383967               0.875000   0.208333   0.000000
   1.733424  -0.714852   0.000000        3.123271               0.875000   0.125000   0.000000
   1.733424  -0.905479   0.000000        1.000742               0.875000   0.041667   0.000000
   1.733424  -1.096106   0.000000       -0.550649               0.875000  -0.041667   0.000000
   1.733424  -1.286734   0.000000       -0.000000               0.875000  -0.125000   0.000000
   1.733424  -1.477361   0.000000        2.152233               0.875000  -0.208333   0.000000
   1.733424  -1.667988   0.000000        3.350875               0.875000  -0.291667   0.000000
   1.733424  -1.858615   0.000000        3.016037               0.875000  -0.375000   0.000000
   1.733424  -2.049243   0.000000        2.614133               0.875000  -0.458333   0.000000
   1.733424  -2.239870   0.000000        3.341942               0.875000  -0.541667   0.000000
   1.733424  -2.430497   0.000000        3.030965               0.875000  -0.625000   0.000000
   1.733424  -2.621124   0.000000        2.687114               0.875000  -0.708333   0.000000
   1.733424  -2.811751   0.000000        3.383967               0.875000  -0.791667   0.000000
   1.733424  -3.002379   0.000000        3.123271               0.875000  -0.875000   0.000000
   1.733424  -3.193006   0.000000        1.000742               0.875000  -0.958333   0.000000
   1.733424  -3.383633   0.000000       -0.550649               0.875000  -1.041667   0.000000
   1.733424  -3.574260   0.000000       -0.000000               0.875000  -1.125000   0.000000
   1.733424  -3.764887   0.000000        2.152233               0.875000  -1.208333   0.000000
   1.733424  -3.955515   0.000000        3.350875               0.875000  -1.291667   0.000000
   1.733424  -4.146142   0.000000        3.016037               0.875000  -1.375000   0.000000
   1.568336   2.621124   0.000000        3.437070               0.791667   1.541667   0.000000
   1.568336   2.430497   0.000000        5.024051               0.791667   1.458333   0.000000
   1.568336   2.239870   0.000000        6.397164               0.791667   1.375000   0.000000
   1.568336   2.049243   0.000000        4.044866               0.791667   1.291667   0.000000
   1.568336   1.858615   0.000000        3.552510               0.791667   1.208333   0.000000
   1.568336   1.667988   0.000000        3.383968               0.791667   1.125000   0.000000
   1.568336   1.477361   0.000000        1.401925               0.791667   1.041667   0.000000
   1.568336   1.286734   0.000000       -1.302018               0.791667   0.958333   0.000000
   1.568336   1.096106   0.000000       -2.152233               0.791667   0.875000   0.000000
   1.568336   0.905479   0.000000        0.000000               0.791667   0.791667   0.000000
   1.568336   0.714852   0.000000        2.479743               0.791667   0.708333   0.000000
   1.568336   0.524225   0.000000        3.585695               0.791667   0.625000   0.000000
   1.568336   0.333598   0.000000        3.437070               0.791667   0.541667   0.000000
   1.568336   0.142970   0.000000        5.024051               0.791667   0.458333   0.000000
   1.568336  -0.047657   0.000000        6.397164               0.791667   0.375000   0.000000
   1.568336  -0.238284   0.000000        4.044866               0.791667   0.291667   0.000000
   1.568336  -0.428911   0.000000        3.552510               0.791667   0.208333   0.000000
   1.568336  -0.619538   0.000000        3.383968               0.791667   0.125000   0.000000
   1.568336  -0.810166   0.000000        1.401925               0.791667   0.041667   0.000000
   1.568336  -1.000793   0.000000       -1.302018               0.791667  -0.041667   0.000000
   1.568336  -1.191420   0.000000       -2.152233               0.791667  -0.125000   0.000000
   1.568336  -1.382047   0.000000        0.000000               0.791667  -0.208333   0.000000
   1.568336  -1.572674   0.000000        2.479743               0.791667  -0.291667   0.000000
   1.568336  -1.763302   0.000000        3.585695               0.791667  -0.375000   0.000000
   1.568336  -1.953929   0.000000        3.437070               0.791667  -0.458333   0.000000
   1.568336  -2.144556   0.000000        5.024051               0.791667  -0.541667   0.000000
   1.568336  -2.335183   0.000000        6.397164               0.791667  -0.625000   0.000000
   1.568336  -2.525811   0.000000        4.044866               0.791667  -0.708333   0.000000
   1.568336  -2.716438   0.000000        3.552510               0.791667  -0.791667   0.000000
   1.568336  -2.907065   0.000000        3.383968               0.791667  -0.875000   0.000000
   1.568336  -3.097692   0.000000        1.401925               0.791667  -0.958333   0.000000
   1.568336  -3.288319   0.000000       -1.302018               0.791667  -1.041667   0.000000
   1.568336  -3.478947   0.000000       -2.152233               0.791667  -1.125000   0.000000
   1.568336  -3.669574   0.000000        0.000000               0.791667  -1.208333   0.000000
   1.568336  -3.860201   0.000000        2.479743               0.791667  -1.291667   0.000000
   1.568336  -4.050828   0.000000        3.585695               0.791667  -1.375000   0.000000
   1.403248   2.716438   0.000000        3.141332               0.708333   1.541667   0.000000
   1.403248   2.525811   0.000000        5.755717               0.708333   1.458333   0.000000
   1.403248   2.335183   0.000000       12.233671               0.708333   1.375000   0.000000
   1.403248   2.144556   0.000000        9.162032               0.708333   1.291667   0.000000
   1.403248   1.953929   0.000000        4.044866               0.708333   1.208333   0.000000
   1.403248   1.763302   0.000000        2.687114               0.708333   1.125000   0.000000
   1.403248   1.572674   0.000000        1.135605               0.708333   1.041667   0.000000
   1.403248   1.382047   0.000000       -1.246387               0.708333   0.958333   0.000000
   1.403248   1.191420   0.000000       -3.350875               0.708333   0.875000   0.000000
   1.403248   1.000793   0.000000       -2.479743               0.708333   0.791667   0.000000
   1.403248   0.810166   0.000000       -0.000000               0.708333   0.708333   0.000000
   1.403248   0.619538   0.000000        2.001032               0.708333   0.625000   0.000000
   1.403248   0.428911   0.000000        3.141332               0.708333   0.541667   0.000000
   1.403248   0.238284   0.000000        5.755717               0.708333   0.458333   0.000000
   1.403248   0.047657   0.000000       12.233671               0.708333   0.375000   0.000000
   1.403248  -0.142970   0.000000        9.162032               0.708333   0.291667   0.000000
   1.403248  -0.333598   0.000000        4.044866               0.708333   0.208333   0.000000
   1.403248  -0.524225   0.000000        2.687114               0.708333   0.125000   0.000000
   1.403248  -0.714852   0.000000        1.135605               0.708333   0.041667   0.000000
   1.403248  -0.905479   0.000000       -1.246387               0.708333  -0.041667   0.000000
   1.403248  -1.096106   0.000000       -3.350875               0.708333  -0.125000   0.000000
   1.403248  -1.286734   0.000000       -2.479743               0.708333  -0.208333   0.000000
   1.403248  -1.477361   0.000000       -0.000000               0.708333  -0.291667   0.000000
   1.403248  -1.667988   0.000000        2.001032               0.708333  -0.375000   0.000000
   1.403248  -1.858615   0.000000        3.141332               0.708333  -0.458333   0.000000
   1.403248  -2.049243   0.000000        5.755717               0.708333  -0.541667   0.000000
   1.403248  -2.239870   0.000000       12.233671               0.708333  -0.625000   0.000000
   1.403248  -2.430497   0.000000        9.162032               0.708333  -0.708333   0.000000
   1.403248  -2.621124   0.000000        4.044866               0.708333  -0.791667   0.000000
   1.403248  -2.811751   0.000000        2.687114               0.708333  -0.875000   0.000000
   1.403248  -3.002379   0.000000        1.135605               0.708333  -0.958333   0.000000
   1.403248  -3.193006   0.000000       -1.246387               0.708333  -1.041667   0.000000
   1.403248  -3.383633   0.000000       -3.350875               0.708333  -1.125000   0.000000
   1.403248  -3.574260   0.000000       -2.479743               0.708333  -1.208333   0.000000
   1.403248  -3.764887   0.000000       -0.000000               0.708333  -1.291667   0.000000
   1.403248  -3.955515   0.000000        2.001032               0.708333  -1.375000   0.000000
   1.238160   2.811751   0.000000        1.982711               0.625000   1.541667   0.000000
   1.238160   2.621124   0.000000        4.537349               0.625000   1.458333   0.000000
   1.238160   2.430497   0.000000       10.200468               0.625000   1.375000   0.000000
   1.238160   2.239870   0.000000       12.233671               0.625000   1.291667   0.000000
   1.238160   2.049243   0.000000        6.397164               0.625000   1.208333   0.000000
   1.238160   1.858615   0.000000        3.030965               0.625000   1.125000   0.000000
   1.238160   1.667988   0.000000        1.023047               0.625000   1.041667   0.000000
   1.238160   1.477361   0.000000       -0.968386               0.625000   0.958333   0.000000
   1.238160   1.286734   0.000000       -3.016038               0.625000   0.875000   0.000000
   1.238160   1.096106   0.000000       -3.585695               0.625000   0.791667   0.000000
   1.238160   0.905479   0.000000       -2.001032               0.625000   0.708333   0.000000
   1.238160   0.714852   0.000000        0.000002               0.625000   0.625000   0.000000
   1.238160   0.524225   0.000000        1.982711               0.625000   0.541667   0.000000
   1.238160   0.333598   0.000000        4.537349               0.625000   0.458333   0.000000
   1.238160   0.142970   0.000000       10.200468               0.625000   0.375000   0.000000
   1.238160  -0.047657   0.000000       12.233671               0.625000   0.291667   0.000000
   1.238160  -0.238284   0.000000        6.397164               0.625000   0.208333   0.000000
   1.238160  -0.428911   0.000000        3.030965               0.625000   0.125000   0.000000
   1.238160  -0.619538   0.000000        1.023047               0.625000   0.041667   0.000000
   1.238160  -0.810166   0.000000       -0.968386               0.625000  -0.041667   0.000000
   1.238160  -1.000793   0.000000       -3.016038               0.625000  -0.125000   0.000000
   1.238160  -1.191420   0.000000       -3.585695               0.625000  -0.208333   0.000000
   1.238160  -1.382047   0.000000       -2.001032               0.625000  -0.291667   0.000000
   1.238160  -1.572674   0.000000        0.000002               0.625000  -0.375000   0.000000
   1.238160  -1.763302   0.000000        1.982711               0.625000  -0.458333   0.000000
   1.238160  -1.953929   0.000000        4.537349               0.625000  -0.541667   0.000000
   1.238160  -2.144556   0.000000       10.200468               0.625000  -0.625000   0.000000
   1.238160  -2.335183   0.000000       12.233671               0.625000  -0.708333   0.000000
   1.238160  -2.525811   0.000000        6.397164               0.625000  -0.791667   0.000000
   1.238160  -2.716438   0.000000        3.030965               0.625000  -0.875000   0.000000
   1.238160  -2.907065   0.000000        1.023047               0.625000  -0.958333   0.000000
   1.238160  -3.097692   0.000000       -0.968386               0.625000  -1.041667   0.000000
   1.238160  -3.288319   0.000000       -3.016038               0.625000  -1.125000   0.000000
   1.238160  -3.478947   0.000000       -3.585695               0.625000  -1.208333   0.000000
   1.238160  -3.669574   0.000000       -2.001032               0.625000  -1.291667   0.000000
   1.238160  -3.860201   0.000000        0.000002               0.625000  -1.375000   0.000000
   1.073072   2.907065   0.000000       -0.000000               0.541667   1.541667   0.000000
   1.073072   2.716438   0.000000        2.509708               0.541667   1.458333   0.000000
   1.073072   2.525811   0.000000        4.537349               0.541667   1.375000   0.000000
   1.073072   2.335183   0.000000        5.755718               0.541667   1.291667   0.000000
   1.073072   2.144556   0.000000        5.024051               0.541667   1.208333   0.000000
   1.073072   1.953929   0.000000        3.341942               0.541667   1.125000   0.000000
   1.073072   1.763302   0.000000        1.246219               0.541667   1.041667   0.000000
   1.073072   1.572674   0.000000       -1.030197               0.541667   0.958333   0.000000
   1.073072   1.382047   0.000000       -2.614137               0.541667   0.875000   0.000000
   1.073072   1.191420   0.000000       -3.437070               0.541667   0.791667   0.000000
   1.073072   1.000793   0.000000       -3.141334               0.541667   0.708333   0.000000
   1.073072   0.810166   0.000000       -1.982712               0.541667   0.625000   0.000000
   1.073072   0.619538   0.000000       -0.000000               0.541667   0.541667   0.000000
   1.073072   0.428911   0.000000        2.509708               0.541667   0.458333   0.000000
   1.073072   0.238284   0.000000        4.537349               0.541667   0.375000   0.000000
   1.073072   0.047657   0.000000        5.755718               0.541667   0.291667   0.000000
   1.073072  -0.142970   0.000000        5.024051               0.541667   0.208333   0.000000
   1.073072  -0.333598   0.000000        3.341942               0.541667   0.125000   0.000000
   1.073072  -0.524225   0.000000        1.246219               0.541667   0.041667   0.000000
   1.073072  -0.714852   0.000000       -1.030197               0.541667  -0.041667   0.000000
   1.073072  -0.905479   0.000000       -2.614137               0.541667  -0.125000   0.000000
   1.073072  -1.096106   0.000000       -3.437070               0.541667  -0.208333   0.000000
   1.073072  -1.286734   0.000000       -3.141334               0.541667  -0.291667   0.000000
   1.073072  -1.477361   0.000000       -1.982712               0.541667  -0.375000   0.000000
   1.073072  -1.667988   0.000000       -0.000000               0.541667  -0.458333   0.000000
   1.073072  -1.858615   0.000000        2.509708               0.541667  -0.541667   0.000000
   1.073072  -2.049243   0.000000        4.537349               0.541667  -0.625000   0.000000
   1.073072  -2.239870   0.000000        5.755718               0.541667  -0.708333   0.000000
   1.073072  -2.430497   0.000000        5.024051               0.541667  -0.791667   0.000000
   1.073072  -2.621124   0.000000        3.341942               0.541667  -0.875000   0.000000
   1.073072  -2.811751   0.000000        1.246219               0.541667  -0.958333   0.000000
   1.073072  -3.002379   0.000000       -1.030197               0.541667  -1.041667   0.000000
   1.073072  -3.193006   0.000000       -2.614137               0.541667  -1.125000   0.000000
   1.073072  -3.383633   0.000000       -3.437070               0.541667  -1.208333   0.000000
   1.073072  -3.574260   0.000000       -3.141334               0.541667  -1.291667   0.000000
   1.073072  -3.764887   0.000000       -1.982712               0.541667  -1.375000   0.000000
   0.907984   3.002379   0.000000       -2.509708               0.458333   1.541667   0.000000
   0.907984   2.811751   0.000000        0.000000               0.458333   1.458333   0.000000
   0.907984   2.621124   0.000000        1.982711               0.458333   1.375000   0.000000
   0.907984   2.430497   0.000000        3.141332               0.458333   1.291667   0.000000
   0.907984   2.239870   0.000000        3.437070               0.458333   1.208333   0.000000
   0.907984   2.049243   0.000000        2.614133               0.458333   1.125000   0.000000
   0.907984   1.858615   0.000000        1.030198               0.458333   1.041667   0.000000
   0.907984   1.667988   0.000000       -1.246219               0.458333   0.958333   0.000000
   0.907984   1.477361   0.000000       -3.341942               0.458333   0.875000   0.000000
   0.907984   1.286734   0.000000       -5.024051               0.458333   0.791667   0.000000
   0.907984   1.096106   0.000000       -5.755718               0.458333   0.708333   0.000000
   0.907984   0.905479   0.000000       -4.537349               0.458333   0.625000   0.000000
   0.907984   0.714852   0.000000       -2.509708               0.458333   0.541667   0.000000
   0.907984   0.524225   0.000000        0.000000               0.458333   0.458333   0.000000
   0.907984   0.333598   0.000000        1.982711               0.458333   0.375000   0.000000
   0.907984   0.142970   0.000000        3.141332               0.458333   0.291667   0.000000
   0.907984  -0.047657   0.000000        3.437070               0.458333   0.208333   0.000000
   0.907984  -0.238284   0.000000        2.614133               0.458333   0.125000   0.000000
   0.907984  -0.428911   0.000000        1.030198               0.458333   0.041667   0.000000
   0.907984  -0.619538   0.000000       -1.246219               0.458333  -0.041667   0.000000
   0.907984  -0.810166   0.000000       -3.341942               0.458333  -0.125000   0.000000
   0.907984  -1.000793   0.000000       -5.024051               0.458333  -0.208333   0.000000
   0.907984  -1.191420   0.000000       -5.755718               0.458333  -0.291667   0.000000
   0.907984  -1.382047   0.000000       -4.537349               0.458333  -0.375000   0.000000
   0.907984  -1.572674   0.000000       -2.509708               0.458333  -0.458333   0.000000
   0.907984  -1.763302   0.000000        0.000000               0.458333  -0.541667   0.000000
   0.907984  -1.953929   0.000000        1.982711               0.458333  -0.625000   0.000000
   0.907984  -2.144556   0.000000        3.141332               0.458333  -0.708333   0.000000
   0.907984  -2.335183   0.000000        3.437070               0.458333  -0.791667   0.000000
   0.907984  -2.525811   0.000000        2.614133               0.458333  -0.875000   0.000000
   0.907984  -2.716438   0.000000        1.030198               0.458333  -0.958333   0.000000
   0.907984  -2.907065   0.000000       -1.246219               0.458333  -1.041667   0.000000
   0.907984  -3.097692   0.000000       -3.341942               0.458333  -1.125000   0.000000
   0.907984  -3.288319   0.000000       -5.024051               0.458333  -1.208333   0.000000
   0.907984  -3.478947   0.000000       -5.755718               0.458333  -1.291667   0.000000
   0.907984  -3.669574   0.000000       -4.537349               0.458333  -1.375000   0.000000
   0.742896   3.097692   0.000000       -4.537349               0.375000   1.541667   0.000000
   0.742896   2.907065   0.000000       -1.982712               0.375000   1.458333   0.000000
   0.742896   2.716438   0.000000        0.000002               0.375000   1.375000   0.000000
   0.742896   2.525811   0.000000        2.001032               0.375000   1.291667   0.000000
   0.742896   2.335183   0.000000        3.585695               0.375000   1.208333   0.000000
   0.742896   2.144556   0.000000        3.016037               0.375000   1.125000   0.000000
   0.742896   1.953929   0.000000        0.968389               0.375000   1.041667   0.000000
   0.742896   1.763302   0.000000       -1.023043               0.375000   0.958333   0.000000
   0.742896   1.572674   0.000000       -3.030967               0.375000   0.875000   0.000000
   0.742896   1.382047   0.000000       -6.397164               0.375000   0.791667   0.000000
   0.742896   1.191420   0.000000      -12.233671               0.375000   0.708333   0.000000
   0.742896   1.000793   0.000000      -10.200468               0.375000   0.625000   0.000000
   0.742896   0.810166   0.000000       -4.537349               0.375000   0.541667   0.000000
   0.742896   0.619538   0.000000       -1.982712               0.375000   0.458333   0.000000
   0.742896   0.428911   0.000000        0.000002               0.375000   0.375000   0.000000
   0.742896   0.238284   0.000000        2.001032               0.375000   0.291667   0.000000
   0.742896   0.047657   0.000000        3.585695               0.375000   0.208333   0.000000
   0.742896  -0.142970   0.000000        3.016037               0.375000   0.125000   0.000000
   0.742896  -0.333598   0.000000        0.968389               0.375000   0.041667   0.000000
   0.742896  -0.524225   0.000000       -1.023043               0.375000  -0.041667   0.000000
   0.742896  -0.714852   0.000000       -3.030967               0.375000  -0.125000   0.000000
   0.742896  -0.905479   0.000000       -6.397164               0.375000  -0.208333   0.000000
   0.742896  -1.096106   0.000000      -12.233671               0.375000  -0.291667   0.000000
   0.742896  -1.286734   0.000000      -10.200468               0.375000  -0.375000   0.000000
   0.742896  -1.477361   0.000000       -4.537349               0.375000  -0.458333   0.000000
   0.742896  -1.667988   0.000000       -1.982712               0.375000  -0.541667   0.000000
   0.742896  -1.858615   0.000000        0.000002               0.375000  -0.625000   0.000000
   0.742896  -2.049243   0.000000        2.001032               0.375000  -0.708333   0.000000
   0.742896  -2.239870   0.000000        3.585695               0.375000  -0.791667   0.000000
   0.742896  -2.430497   0.000000        3.016037               0.375000  -0.875000   0.000000
   0.742896  -2.621124   0.000000        0.968389               0.375000  -0.958333   0.000000
   0.742896  -2.811751   0.000000       -1.023043               0.375000  -1.041667   0.000000
   0.742896  -3.002379   0.000000       -3.030967               0.375000  -1.125000   0.000000
   0.742896  -3.193006   0.000000       -6.397164               0.375000  -1.208333   0.000000
   0.742896  -3.383633   0.000000      -12.233671               0.375000  -1.291667   0.000000
   0.742896  -3.574260   0.000000      -10.200468               0.375000  -1.375000   0.000000
   0.577808   3.193006   0.000000       -5.755718               0.291667   1.541667   0.000000
   0.577808   3.002379   0.000000       -3.141334               0.291667   1.458333   0.000000
   0.577808   2.811751   0.000000       -2.001032               0.291667   1.375000   0.000000
   0.577808   2.621124   0.000000       -0.000000               0.291667   1.291667   0.000000
   0.577808   2.430497   0.000000        2.479743               0.291667   1.208333   0.000000
   0.577808   2.239870   0.000000        3.350875               0.291667   1.125000   0.000000
   0.577808   2.049243   0.000000        1.246387               0.291667   1.041667   0.000000
   0.577808   1.858615   0.000000       -1.135605               0.291667   0.958333   0.000000
   0.577808   1.667988   0.000000       -2.687116               0.291667   0.875000   0.000000
   0.577808   1.477361   0.000000       -4.044866               0.291667   0.791667   0.000000
   0.577808   1.286734   0.000000       -9.162033               0.291667   0.708333   0.000000
   0.577808   1.096106   0.000000      -12.233671               0.291667   0.625000   0.000000
   0.577808   0.905479   0.000000       -5.755718               0.291667   0.541667   0.000000
   0.577808   0.714852   0.000000       -3.141334               0.291667   0.458333   0.000000
   0.577808   0.524225   0.000000       -2.001032               0.291667   0.375000   0.000000
   0.577808   0.333598   0.000000       -0.000000               0.291667   0.291667   0.000000
   0.577808   0.142970   0.000000        2.479743               0.291667   0.208333   0.000000
   0.577808  -0.047657   0.000000        3.350875               0.291667   0.125000   0.000000
   0.577808  -0.238284   0.000000        1.246387               0.291667   0.041667   0.000000
   0.577808  -0.428911   0.000000       -1.135605               0.291667  -0.041667   0.000000
   0.577808  -0.619538   0.000000       -2.687116               0.291667  -0.125000   0.000000
   0.577808  -0.810166   0.000000       -4.044866               0.291667  -0.208333   0.000000
   0.577808  -1.000793   0.000000       -9.162033               0.291667  -0.291667   0.000000
   0.577808  -1.191420   0.000000      -12.233671               0.291667  -0.375000   0.000000
   0.577808  -1.382047   0.000000       -5.755718               0.291667  -0.458333   0.000000
   0.577808  -1.572674   0.000000       -3.141334               0.291667  -0.541667   0.000000
   0.577808  -1.763302   0.000000       -2.001032               0.291667  -0.625000   0.000000
   0.577808  -1.953929   0.000000       -0.000000               0.291667  -0.708333   0.000000
   0.577808  -2.144556   0.000000        2.479743               0.291667  -0.791667   0.000000
   0.577808  -2.335183   0.000000        3.350875               0.291667  -0.875000   0.000000
   0.577808  -2.525811   0.000000        1.246387               0.291667  -0.958333   0.000000
   0.577808  -2.716438   0.000000       -1.135605               0.291667  -1.041667   0.000000
   0.577808  -2.907065   0.000000       -2.687116               0.291667  -1.125000   0.000000
   0.577808  -3.097692   0.000000       -4.044866               0.291667  -1.208333   0.000000
   0.577808  -3.288319   0.000000       -9.162033               0.291667  -1.291667   0.000000
   0.577808  -3.478947   0.000000      -12.233671               0.291667  -1.375000   0.000000
   0.412720   3.288319   0.000000       -5.024051               0.208333   1.541667   0.000000
   0.412720   3.097692   0.000000       -3.437070               0.208333   1.458333   0.000000
   0.412720   2.907065   0.000000       -3.585695               0.208333   1.375000   0.000000
   0.412720   2.716438   0.000000       -2.479743               0.208333   1.291667   0.000000
   0.412720   2.525811   0.000000       -0.000000               0.208333   1.208333   0.000000
   0.412720   2.335183   0.000000        2.152233               0.208333   1.125000   0.000000
   0.412720   2.144556   0.000000        1.302018               0.208333   1.041667   0.000000
   0.412720   1.953929   0.000000       -1.401925               0.208333   0.958333   0.000000
   0.412720   1.763302   0.000000       -3.383968               0.208333   0.875000   0.000000
   0.412720   1.572674   0.000000       -3.552510               0.208333   0.791667   0.000000
   0.412720   1.382047   0.000000       -4.044866               0.208333   0.708333   0.000000
   0.412720   1.191420   0.000000       -6.397164               0.208333   0.625000   0.000000
   0.412720   1.000793   0.000000       -5.024051               0.208333   0.541667   0.000000
   0.412720   0.810166   0.000000       -3.437070               0.208333   0.458333   0.000000
   0.412720   0.619538   0.000000       -3.585695               0.208333   0.375000   0.000000
   0.412720   0.428911   0.000000       -2.479743               0.208333   0.291667   0.000000
   0.412720   0.238284   0.000000       -0.000000               0.208333   0.208333   0.000000
   0.412720   0.047657   0.000000        2.152233               0.208333   0.125000   0.000000
   0.412720  -0.142970   0.000000        1.302018               0.208333   0.041667   0.000000
   0.412720  -0.333598   0.000000       -1.401925               0.208333  -0.041667   0.000000
   0.412720  -0.524225   0.000000       -3.383968               0.208333  -0.125000   0.000000
   0.412720  -0.714852   0.000000       -3.552510               0.208333  -0.208333   0.000000
   0.412720  -0.905479   0.000000       -4.044866               0.208333  -0.291667   0.000000
   0.412720  -1.096106   0.000000       -6.397164               0.208333  -0.375000   0.000000
   0.412720  -1.286734   0.000000       -5.024051               0.208333  -0.458333   0.000000
   0.412720  -1.477361   0.000000       -3.437070               0.208333  -0.541667   0.000000
   0.412720  -1.667988   0.000000       -3.585695               0.208333  -0.625000   0.000000
   0.412720  -1.858615   0.000000       -2.479743               0.208333  -0.708333   0.000000
   0.412720  -2.049243   0.000000       -0.000000               0.208333  -0.791667   0.000000
   0.412720  -2.239870   0.000000        2.152233               0.208333  -0.875000   0.000000
   0.412720  -2.430497   0.000000        1.302018               0.208333  -0.958333   0.000000
   0.412720  -2.621124   0.000000       -1.401925               0.208333  -1.041667   0.000000
   0.412720  -2.811751   0.000000       -3.383968               0.208333  -1.125000   0.000000
   0.412720  -3.002379   0.000000       -3.552510               0.208333  -1.208333   0.000000
   0.412720  -3.193006   0.000000       -4.044866               0.208333  -1.291667   0.000000
   0.412720  -3.383633   0.000000       -6.397164               0.208333  -1.375000   0.000000
   0.247632   3.383633   0.000000       -3.341942               0.125000   1.541667   0.000000
   0.247632   3.193006   0.000000       -2.614137               0.125000   1.458333   0.000000
   0.247632   3.002379   0.000000       -3.016038               0.125000   1.375000   0.000000
   0.247632   2.811751   0.000000       -3.350875               0.125000   1.291667   0.000000
   0.247632   2.621124   0.000000       -2.152233               0.125000   1.208333   0.000000
   0.247632   2.430497   0.000000       -0.000000               0.125000   1.125000   0.000000
   0.247632   2.239870   0.000000        0.550649               0.125000   1.041667   0.000000
   0.247632   2.049243   0.000000       -1.000742               0.125000   0.958333   0.000000
   0.247632   1.858615   0.000000       -3.123271               0.125000   0.875000   0.000000
   0.247632   1.667988   0.000000       -3.383968               0.125000   0.791667   0.000000
   0.247632   1.477361   0.000000       -2.687116               0.125000   0.708333   0.000000
   0.247632   1.286734   0.000000       -3.030967               0.125000   0.625000   0.000000
   0.247632   1.096106   0.000000       -3.341942               0.125000   0.541667   0.000000
   0.247632   0.905479   0.000000       -2.614137               0.125000   0.458333   0.000000
   0.247632   0.714852   0.000000       -3.016038               0.125000   0.375000   0.000000
   0.247632   0.524225   0.000000       -3.350875               0.125000   0.291667   0.000000
   0.247632   0.333598   0.000000       -2.152233               0.125000   0.208333   0.000000
   0.247632   0.142970   0.000000       -0.000000               0.125000   0.125000   0.000000
   0.247632  -0.047657   0.000000        0.550649               0.125000   0.041667   0.000000
   0.247632  -0.238284   0.000000       -1.000742               0.125000  -0.041667   0.000000
   0.247632  -0.428911   0.000000       -3.123271               0.125000  -0.125000   0.000000
   0.247632  -0.619538   0.000000       -3.383968               0.125000  -0.208333   0.000000
   0.247632  -0.810166   0.000000       -2.687116               0.125000  -0.291667   0.000000
   0.247632  -1.000793   0.000000       -3.030967               0.125000  -0.375000   0.000000
   0.247632  -1.191420   0.000000       -3.341942               0.125000  -0.458333   0.000000
   0.247632  -1.382047   0.000000       -2.614137               0.125000  -0.541667   0.000000
   0.247632  -1.572674   0.000000       -3.016038               0.125000  -0.625000   0.000000
   0.247632  -1.763302   0.000000       -3.350875               0.125000  -0.708333   0.000000
   0.247632  -1.953929   0.000000       -2.152233               0.125000  -0.791667   0.000000
   0.247632  -2.144556   0.000000       -0.000000               0.125000  -0.875000   0.000000
   0.247632  -2.335183   0.000000        0.550649               0.125000  -0.958333   0.000000
   0.247632  -2.525811   0.000000       -1.000742               0.125000  -1.041667   0.000000
   0.247632  -2.716438   0.000000       -3.123271               0.125000  -1.125000   0.000000
   0.247632  -2.907065   0.000000       -3.383968               0.125000  -1.208333   0.000000
   0.247632  -3.097692   0.000000       -2.687116               0.125000  -1.291667   0.000000
   0.247632  -3.288319   0.000000       -3.030967               0.125000  -1.375000   0.000000
   0.082544   3.478947   0.000000       -1.246219               0.041667   1.541667   0.000000
   0.082544   3.288319   0.000000       -1.030197               0.041667   1.458333   0.000000
   0.082544   3.097692   0.000000       -0.968386               0.041667   1.375000   0.000000
   0.082544   2.907065   0.000000       -1.246387               0.041667   1.291667   0.000000
   0.082544   2.716438   0.000000       -1.302018               0.041667   1.208333   0.000000
   0.082544   2.525811   0.000000       -0.550648               0.041667   1.125000   0.000000
   0.082544   2.335183   0.000000       -0.000000               0.041667   1.041667   0.000000
   0.082544   2.144556   0.000000       -0.142392               0.041667   0.958333   0.000000
   0.082544   1.953929   0.000000       -1.000742               0.041667   0.875000   0.000000
   0.082544   1.763302   0.000000       -1.401925               0.041667   0.791667   0.000000
   0.082544   1.572674   0.000000       -1.135605               0.041667   0.708333   0.000000
   0.082544   1.382047   0.000000       -1.023044               0.041667   0.625000   0.000000
   0.082544   1.191420   0.000000       -1.246219               0.041667   0.541667   0.000000
   0.082544   1.000793   0.000000       -1.030197               0.041667   0.458333   0.000000
   0.082544   0.810166   0.000000       -0.968386               0.041667   0.375000   0.000000
