k_index,q1,q2,q3,distance_inv_A,band_id,energy_eV
6,0.025,0.0,0.0,0.04132751413959502,2,-13.650587042623675
6,0.025,0.0,0.0,0.04132751413959502,3,-9.896774001329003
6,0.025,0.0,0.0,0.04132751413959502,4,-9.896773835636926
6,0.025,0.0,0.0,0.04132751413959502,5,-3.2485011271233506
6,0.025,0.0,0.0,0.04132751413959502,6,-3.248500668682882
6,0.025,0.0,0.0,0.04132751413959502,7,-1.6083215226091276
6,0.025,0.0,0.0,0.04132751413959502,8,-1.6083211970301623
6,0.025,0.0,0.0,0.04132751413959502,9,-1.3422796501607472
6,0.025,0.0,0.0,0.04132751413959502,10,-1.342279142249586
6,0.025,0.0,0.0,0.04132751413959502,11,-0.8299192014812162
6,0.025,0.0,0.0,0.04132751413959502,12,-0.829919074918555
6,0.025,0.0,0.0,0.04132751413959502,13,0.40963098309857515
6,0.025,0.0,0.0,0.04132751413959502,14,0.4096314131513867
6,0.025,0.0,0.0,0.04132751413959502,15,1.5625728027718249
6,0.025,0.0,0.0,0.04132751413959502,16,1.562572975526101
7,0.03,0.0,0.0,0.04959301696751402,1,-13.64830331474039
7,0.03,0.0,0.0,0.04959301696751402,2,-13.648303136341438
7,0.03,0.0,0.0,0.04959301696751402,3,-9.897721779835512
7,0.03,0.0,0.0,0.04959301696751402,4,-9.897721584692345
7,0.03,0.0,0.0,0.04959301696751402,5,-3.2530444333682627
7,0.03,0.0,0.0,0.04959301696751402,6,-3.2530438995574653
7,0.03,0.0,0.0,0.04959301696751402,7,-1.6465654687855424
7,0.03,0.0,0.0,0.04959301696751402,8,-1.6465650990965452
7,0.03,0.0,0.0,0.04959301696751402,9,-1.334207856764447
7,0.03,0.0,0.0,0.04959301696751402,10,-1.3342072528579796
7,0.03,0.0,0.0,0.04959301696751402,11,-0.809832129435434
7,0.03,0.0,0.0,0.04959301696751402,12,-0.8098319735118171
7,0.03,0.0,0.0,0.04959301696751402,13,0.41775008794709795
7,0.03,0.0,0.0,0.04959301696751402,14,0.41775058579549784
7,0.03,0.0,0.0,0.04959301696751402,15,1.5555319451120064
7,0.03,0.0,0.0,0.04959301696751402,16,1.5555321209859894
8,0.035,0.0,0.0,0.05785851979543303,1,-13.645603679324712
8,0.035,0.0,0.0,0.05785851979543303,2,-13.645603475810093
8,0.035,0.0,0.0,0.05785851979543303,3,-9.89884778315629
8,0.035,0.0,0.0,0.05785851979543303,4,-9.898847560540133
8,0.035,0.0,0.0,0.05785851979543303,5,-3.258442363821237
8,0.035,0.0,0.0,0.05785851979543303,6,-3.2584417629053357
8,0.035,0.0,0.0,0.05785851979543303,7,-1.6858493687912828
8,0.035,0.0,0.0,0.05785851979543303,8,-1.6858489600632134
8,0.035,0.0,0.0,0.05785851979543303,9,-1.3291396122455297
8,0.035,0.0,0.0,0.05785851979543303,10,-1.3291389208598257
8,0.035,0.0,0.0,0.05785851979543303,11,-0.7875252694764634
8,0.035,0.0,0.0,0.05785851979543303,12,-0.7875250724460566
8,0.035,0.0,0.0,0.05785851979543303,13,0.4272303652193081
8,0.035,0.0,0.0,0.05785851979543303,14,0.4272309216540597
8,0.035,0.0,0.0,0.05785851979543303,15,1.5474392419393306
8,0.035,0.0,0.0,0.05785851979543303,16,1.5474394224065524
9,0.04,0.0,0.0,0.06612402262335203,1,-13.642488085900524
9,0.04,0.0,0.0,0.06612402262335203,2,-13.64248785930633
9,0.04,0.0,0.0,0.06612402262335203,3,-9.900154932702536
9,0.04,0.0,0.0,0.06612402262335203,4,-9.900154684873005
9,0.04,0.0,0.0,0.06612402262335203,5,-3.2647080927490943
9,0.04,0.0,0.0,0.06612402262335203,6,-3.2647074339077933
9,0.04,0.0,0.0,0.06612402262335203,7,-1.7258868412649173
9,0.04,0.0,0.0,0.06612402262335203,8,-1.7258863972660081
9,0.04,0.0,0.0,0.06612402262335203,9,-1.3267900790623213
9,0.04,0.0,0.0,0.06612402262335203,10,-1.326789311370819
9,0.04,0.0,0.0,0.06612402262335203,11,-0.7635688417204625
9,0.04,0.0,0.0,0.06612402262335203,12,-0.7635685945413825
9,0.04,0.0,0.0,0.06612402262335203,13,0.4380175273958742
9,0.04,0.0,0.0,0.06612402262335203,14,0.4380181322677694
9,0.04,0.0,0.0,0.06612402262335203,15,1.5384070446160172
9,0.04,0.0,0.0,0.06612402262335203,16,1.5384072312043624
10,0.045,0.0,0.0,0.07438952545127103,1,-13.638956337963494
10,0.045,0.0,0.0,0.07438952545127103,2,-13.638956090552037
10,0.045,0.0,0.0,0.07438952545127103,3,-9.901646574861454
10,0.045,0.0,0.0,0.07438952545127103,4,-9.90164630433222
10,0.045,0.0,0.0,0.07438952545127103,5,-3.2718559397697984
10,0.045,0.0,0.0,0.07438952545127103,6,-3.2718552328989534
10,0.045,0.0,0.0,0.07438952545127103,7,-1.7664383106397312
10,0.045,0.0,0.0,0.07438952545127103,8,-1.7664378338436153
10,0.045,0.0,0.0,0.07438952545127103,9,-1.3268480566135386
10,0.045,0.0,0.0,0.07438952545127103,10,-1.3268472257669082
10,0.045,0.0,0.0,0.07438952545127103,11,-0.7385149581631175
10,0.045,0.0,0.0,0.07438952545127103,12,-0.7385146553650822
10,0.045,0.0,0.0,0.07438952545127103,13,0.4500510419135296
10,0.045,0.0,0.0,0.07438952545127103,14,0.45005168436892307
10,0.045,0.0,0.0,0.07438952545127103,15,1.5285634212077601
10,0.045,0.0,0.0,0.07438952545127103,16,1.5285636154676008
11,0.05,0.0,0.0,0.08265502827919004,1,-13.63500825892861
11,0.05,0.0,0.0,0.08265502827919004,2,-13.635007993162612
11,0.05,0.0,0.0,0.08265502827919004,3,-9.903326469924938
11,0.05,0.0,0.0,0.08265502827919004,4,-9.903326179433083
11,0.05,0.0,0.0,0.08265502827919004,5,-3.279900972127862
11,0.05,0.0,0.0,0.08265502827919004,6,-3.279900227623259
11,0.05,0.0,0.0,0.08265502827919004,7,-1.807299657936675
11,0.05,0.0,0.0,0.08265502827919004,8,-1.8072991496633217
11,0.05,0.0,0.0,0.08265502827919004,9,-1.3290080524058057
11,0.05,0.0,0.0,0.08265502827919004,10,-1.3290071728293074
11,0.05,0.0,0.0,0.08265502827919004,11,-0.7128774549638606
11,0.05,0.0,0.0,0.08265502827919004,12,-0.7128770945273597
11,0.05,0.0,0.0,0.08265502827919004,13,0.4632647113142656
11,0.05,0.0,0.0,0.08265502827919004,14,0.46326538003775247
11,0.05,0.0,0.0,0.08265502827919004,15,1.5180512998160904
11,0.05,0.0,0.0,0.08265502827919004,16,1.5180515032830604
12,0.055,0.0,0.0,0.09092053110710904,1,-13.630643707746106
12,0.055,0.0,0.0,0.09092053110710904,2,-13.630643426260558
12,0.055,0.0,0.0,0.09092053110710904,3,-9.905198779207469
12,0.055,0.0,0.0,0.09092053110710904,4,-9.905198471680254
12,0.055,0.0,0.0,0.09092053110710904,5,-3.2888585456854034
