mesh_nx,mesh_ny,plaquettes,z2,half_top_sum,half_bottom_sum,total_chern,minimum_link_singular_value,max_nfield_integer_residual,max_flux_tr_odd_residual_rad,max_abs_flux_rad,minimum_direct_gap_eV,sampled_global_gap_eV
12,12,144,1,-3,3,1.27059294014e-14,0.815454716842,2.10639813308e-24,1.81521464526e-14,1.17525768362e-06,0.592448499861,0.510044362163
