sampling,k_label,q1,q2,q3,band,energy_eV
mesh6,grid1,0.0,0.0,0.0,123,3.2534356104605733
mesh6,grid1,0.0,0.0,0.0,124,3.2705369926804835
mesh6,grid1,0.0,0.0,0.0,125,3.2847196747911287
mesh6,grid1,0.0,0.0,0.0,126,3.3324151814381153
mesh6,grid1,0.0,0.0,0.0,127,3.4519558269064605
mesh6,grid1,0.0,0.0,0.0,128,3.4946926706377583
mesh6,grid1,0.0,0.0,0.0,129,3.5271330775538807
mesh6,grid1,0.0,0.0,0.0,130,3.6211518839448464
mesh6,grid1,0.0,0.0,0.0,131,3.6509393494828997
mesh6,grid1,0.0,0.0,0.0,132,3.745887591583743
mesh6,grid1,0.0,0.0,0.0,133,3.7605768282365326
mesh6,grid1,0.0,0.0,0.0,134,3.799809668644315
mesh6,grid1,0.0,0.0,0.0,135,3.8041898750363936
mesh6,grid1,0.0,0.0,0.0,136,4.474705309141932
mesh6,grid1,0.0,0.0,0.0,137,4.510749851601497
mesh6,grid1,0.0,0.0,0.0,138,4.543283866458655
mesh6,grid1,0.0,0.0,0.0,139,4.727894100141837
mesh6,grid1,0.0,0.0,0.0,140,4.733996520784583
mesh6,grid1,0.0,0.0,0.0,141,4.782161646086781
mesh6,grid1,0.0,0.0,0.0,142,4.860053853331156
mesh6,grid1,0.0,0.0,0.0,143,4.888092366928719
mesh6,grid1,0.0,0.0,0.0,144,4.933052672141081
mesh6,grid1,0.0,0.0,0.0,145,4.938652860612963
mesh6,grid1,0.0,0.0,0.0,146,4.9409328883595425
mesh6,grid1,0.0,0.0,0.0,147,4.9906171199283715
mesh6,grid1,0.0,0.0,0.0,148,4.994235477176369
mesh6,grid1,0.0,0.0,0.0,149,5.029086590049532
mesh6,grid1,0.0,0.0,0.0,150,5.031096104775202
mesh6,grid1,0.0,0.0,0.0,151,5.048535321395816
mesh6,grid1,0.0,0.0,0.0,152,5.16161395168322
mesh6,grid1,0.0,0.0,0.0,153,5.221266257773237
mesh6,grid1,0.0,0.0,0.0,154,5.2232207865998355
mesh6,grid1,0.0,0.0,0.0,155,5.290207335147427
mesh6,grid1,0.0,0.0,0.0,156,5.32477039914664
mesh6,grid1,0.0,0.0,0.0,157,5.414246244772341
mesh6,grid1,0.0,0.0,0.0,158,5.415038537482349
mesh6,grid1,0.0,0.0,0.0,159,5.44079378416639
mesh6,grid1,0.0,0.0,0.0,160,5.872796224259083
mesh6,grid1,0.0,0.0,0.0,161,5.876343926680139
mesh6,grid1,0.0,0.0,0.0,162,5.901265115761564
mesh6,grid1,0.0,0.0,0.0,163,5.913294301334847
mesh6,grid1,0.0,0.0,0.0,164,5.913301105090374
mesh6,grid1,0.0,0.0,0.0,165,5.924016393634588
mesh6,grid1,0.0,0.0,0.0,166,5.924327585776513
mesh6,grid1,0.0,0.0,0.0,167,5.942102032893578
mesh6,grid1,0.0,0.0,0.0,168,5.942276638510174
mesh6,grid1,0.0,0.0,0.0,169,6.743523757569177
mesh6,grid1,0.0,0.0,0.0,170,6.785942473233682
mesh6,grid1,0.0,0.0,0.0,171,6.786022857600999
mesh6,grid1,0.0,0.0,0.0,172,6.935874940112136
mesh6,grid1,0.0,0.0,0.0,173,6.964820467461584
mesh6,grid1,0.0,0.0,0.0,174,6.986346740023048
mesh6,grid1,0.0,0.0,0.0,175,6.994796137274683
mesh6,grid1,0.0,0.0,0.0,176,7.012310356589019
mesh6,grid1,0.0,0.0,0.0,177,7.0131109661412285
mesh6,grid1,0.0,0.0,0.0,178,7.172622880984079
mesh6,grid1,0.0,0.0,0.0,179,7.177978282183981
mesh6,grid1,0.0,0.0,0.0,180,7.208089484531657
mesh6,grid1,0.0,0.0,0.0,181,7.233033987647744
mesh6,grid1,0.0,0.0,0.0,182,7.259227693953802
mesh6,grid1,0.0,0.0,0.0,183,7.269934862095049
mesh6,grid1,0.0,0.0,0.0,184,7.45401665362113
mesh6,grid1,0.0,0.0,0.0,185,7.502155807691754
mesh6,grid1,0.0,0.0,0.0,186,7.550374163068014
mesh6,grid1,0.0,0.0,0.0,187,7.613095712184705
mesh6,grid1,0.0,0.0,0.0,188,8.17699884665003
mesh6,grid1,0.0,0.0,0.0,189,8.195825288612351
mesh6,grid1,0.0,0.0,0.0,190,8.223627422253728
mesh6,grid1,0.0,0.0,0.0,191,8.233566927304754
mesh6,grid1,0.0,0.0,0.0,192,8.28913256909302
mesh6,grid2,0.1666666666666667,0.0,0.0,1,-9.818011384858732
mesh6,grid2,0.1666666666666667,0.0,0.0,2,-9.815941033940804
mesh6,grid2,0.1666666666666667,0.0,0.0,3,-9.805456031308136
mesh6,grid2,0.1666666666666667,0.0,0.0,4,-9.798476391166341
mesh6,grid2,0.1666666666666667,0.0,0.0,5,-9.631880455559298
mesh6,grid2,0.1666666666666667,0.0,0.0,6,-9.625490074891504
mesh6,grid2,0.1666666666666667,0.0,0.0,7,-9.609796616053808
mesh6,grid2,0.1666666666666667,0.0,0.0,8,-9.604898937994609
mesh6,grid2,0.1666666666666667,0.0,0.0,9,-9.559215187566576
mesh6,grid2,0.1666666666666667,0.0,0.0,10,-9.557976564244289
mesh6,grid2,0.1666666666666667,0.0,0.0,11,-9.537060334560145
mesh6,grid2,0.1666666666666667,0.0,0.0,12,-9.536391443371825
mesh6,grid2,0.1666666666666667,0.0,0.0,13,-8.129655308008934
mesh6,grid2,0.1666666666666667,0.0,0.0,14,-8.112524233737298
mesh6,grid2,0.1666666666666667,0.0,0.0,15,-8.049327805507852
mesh6,grid2,0.1666666666666667,0.0,0.0,16,-8.004390748071929
mesh6,grid2,0.1666666666666667,0.0,0.0,17,-7.985245240824136
mesh6,grid2,0.1666666666666667,0.0,0.0,18,-7.963679020732732
mesh6,grid2,0.1666666666666667,0.0,0.0,19,-7.615505985966814
mesh6,grid2,0.1666666666666667,0.0,0.0,20,-7.6117985751267305
mesh6,grid2,0.1666666666666667,0.0,0.0,21,-7.512435729442131
mesh6,grid2,0.1666666666666667,0.0,0.0,22,-7.490174717820133
mesh6,grid2,0.1666666666666667,0.0,0.0,23,-7.465087898590948
mesh6,grid2,0.1666666666666667,0.0,0.0,24,-7.454488952633594
mesh6,grid2,0.1666666666666667,0.0,0.0,25,-5.94578433924166
mesh6,grid2,0.1666666666666667,0.0,0.0,26,-5.943159431955782
mesh6,grid2,0.1666666666666667,0.0,0.0,27,-5.836292191291805
mesh6,grid2,0.1666666666666667,0.0,0.0,28,-5.818135946017657
mesh6,grid2,0.1666666666666667,0.0,0.0,29,-5.544783800492768
mesh6,grid2,0.1666666666666667,0.0,0.0,30,-5.5232887188159685
mesh6,grid2,0.1666666666666667,0.0,0.0,31,-5.495363530027851
mesh6,grid2,0.1666666666666667,0.0,0.0,32,-5.471907281099313
mesh6,grid2,0.1666666666666667,0.0,0.0,33,-5.387127884228318
mesh6,grid2,0.1666666666666667,0.0,0.0,34,-5.362922598890842
mesh6,grid2,0.1666666666666667,0.0,0.0,35,-5.323014541099796
mesh6,grid2,0.1666666666666667,0.0,0.0,36,-5.3160342840205255
mesh6,grid2,0.1666666666666667,0.0,0.0,37,-2.7571333238258333
mesh6,grid2,0.1666666666666667,0.0,0.0,38,-2.7183012708436443
mesh6,grid2,0.1666666666666667,0.0,0.0,39,-2.718293247587579
mesh6,grid2,0.1666666666666667,0.0,0.0,40,-2.715649368022913
mesh6,grid2,0.1666666666666667,0.0,0.0,41,-2.6759973869755824
mesh6,grid2,0.1666666666666667,0.0,0.0,42,-2.6759692140506504
mesh6,grid2,0.1666666666666667,0.0,0.0,43,-2.5971112346279246
mesh6,grid2,0.1666666666666667,0.0,0.0,44,-2.5560053935642575
mesh6,grid2,0.1666666666666667,0.0,0.0,45,-2.555978359045726
mesh6,grid2,0.1666666666666667,0.0,0.0,46,-2.4886535006281685
mesh6,grid2,0.1666666666666667,0.0,0.0,47,-2.4647929972417186
mesh6,grid2,0.1666666666666667,0.0,0.0,48,-2.4489704661766734
mesh6,grid2,0.1666666666666667,0.0,0.0,49,-2.4489310112918035
mesh6,grid2,0.1666666666666667,0.0,0.0,50,-2.4252831148598797
mesh6,grid2,0.1666666666666667,0.0,0.0,51,-2.4252560824149487
mesh6,grid2,0.1666666666666667,0.0,0.0,52,-0.6963458281144894
mesh6,grid2,0.1666666666666667,0.0,0.0,53,-0.6897901938853286
mesh6,grid2,0.1666666666666667,0.0,0.0,54,-0.6603302040125743
mesh6,grid2,0.1666666666666667,0.0,0.0,55,-0.6595441449686219
mesh6,grid2,0.1666666666666667,0.0,0.0,56,-0.6114832849430651
mesh6,grid2,0.1666666666666667,0.0,0.0,57,-0.6112455277088553
mesh6,grid2,0.1666666666666667,0.0,0.0,58,-0.2951857399460544
mesh6,grid2,0.1666666666666667,0.0,0.0,59,-0.2883848664362186
mesh6,grid2,0.1666666666666667,0.0,0.0,60,-0.20977613058165634
mesh6,grid2,0.1666666666666667,0.0,0.0,61,-0.20059837780978473
mesh6,grid2,0.1666666666666667,0.0,0.0,62,0.14633341019806828
mesh6,grid2,0.1666666666666667,0.0,0.0,63,0.16023134294271035
mesh6,grid2,0.1666666666666667,0.0,0.0,64,0.191590153633656
mesh6,grid2,0.1666666666666667,0.0,0.0,65,0.2391233931064331
mesh6,grid2,0.1666666666666667,0.0,0.0,66,0.25473696799711243
mesh6,grid2,0.1666666666666667,0.0,0.0,67,0.3594472253893569
mesh6,grid2,0.1666666666666667,0.0,0.0,68,0.3980253273166621
mesh6,grid2,0.1666666666666667,0.0,0.0,69,0.4085015483362712
mesh6,grid2,0.1666666666666667,0.0,0.0,70,0.5093099665215581
mesh6,grid2,0.1666666666666667,0.0,0.0,71,0.5488437763396877
mesh6,grid2,0.1666666666666667,0.0,0.0,72,0.5606957037233977
mesh6,grid2,0.1666666666666667,0.0,0.0,73,0.6058182263487264
mesh6,grid2,0.1666666666666667,0.0,0.0,74,0.7470806146011066
mesh6,grid2,0.1666666666666667,0.0,0.0,75,0.7605140997634745
mesh6,grid2,0.1666666666666667,0.0,0.0,76,0.888148953374803
mesh6,grid2,0.1666666666666667,0.0,0.0,77,0.9028187609928996
mesh6,grid2,0.1666666666666667,0.0,0.0,78,0.9746721453272642
mesh6,grid2,0.1666666666666667,0.0,0.0,79,1.0058304155909175
mesh6,grid2,0.1666666666666667,0.0,0.0,80,1.051711675340706
mesh6,grid2,0.1666666666666667,0.0,0.0,81,1.058125165036343
mesh6,grid2,0.1666666666666667,0.0,0.0,82,1.0784798923731402
mesh6,grid2,0.1666666666666667,0.0,0.0,83,1.1146693185768397
mesh6,grid2,0.1666666666666667,0.0,0.0,84,1.1292362485951777
mesh6,grid2,0.1666666666666667,0.0,0.0,85,1.132234781027478
mesh6,grid2,0.1666666666666667,0.0,0.0,86,1.4370422760967034
mesh6,grid2,0.1666666666666667,0.0,0.0,87,1.443344979316292
mesh6,grid2,0.1666666666666667,0.0,0.0,88,1.4893826566860706
mesh6,grid2,0.1666666666666667,0.0,0.0,89,1.4906632197295822
mesh6,grid2,0.1666666666666667,0.0,0.0,90,1.575545618035729
mesh6,grid2,0.1666666666666667,0.0,0.0,91,1.610728391812021
mesh6,grid2,0.1666666666666667,0.0,0.0,92,1.646832029202396
mesh6,grid2,0.1666666666666667,0.0,0.0,93,1.6581848534246908
mesh6,grid2,0.1666666666666667,0.0,0.0,94,1.7408428559719273
mesh6,grid2,0.1666666666666667,0.0,0.0,95,1.763845156037935
mesh6,grid2,0.1666666666666667,0.0,0.0,96,1.861649808522185
mesh6,grid2,0.1666666666666667,0.0,0.0,97,1.8929923644286157
mesh6,grid2,0.1666666666666667,0.0,0.0,98,1.927886815073475
mesh6,grid2,0.1666666666666667,0.0,0.0,99,1.9562421074023908
mesh6,grid2,0.1666666666666667,0.0,0.0,100,1.9892861142341214
mesh6,grid2,0.1666666666666667,0.0,0.0,101,2.040755714704325
mesh6,grid2,0.1666666666666667,0.0,0.0,102,2.0645194313177697
mesh6,grid2,0.1666666666666667,0.0,0.0,103,2.1494417850758265
mesh6,grid2,0.1666666666666667,0.0,0.0,104,2.1825523659138373
mesh6,grid2,0.1666666666666667,0.0,0.0,105,2.2469736697464042
mesh6,grid2,0.1666666666666667,0.0,0.0,106,2.2728559921892715
mesh6,grid2,0.1666666666666667,0.0,0.0,107,2.3129351486053666
mesh6,grid2,0.1666666666666667,0.0,0.0,108,2.3534220933914405
mesh6,grid2,0.1666666666666667,0.0,0.0,109,2.3834204753395367
mesh6,grid2,0.1666666666666667,0.0,0.0,110,2.466974255336885
mesh6,grid2,0.1666666666666667,0.0,0.0,111,2.4727924062609805
mesh6,grid2,0.1666666666666667,0.0,0.0,112,2.5249532729758912
mesh6,grid2,0.1666666666666667,0.0,0.0,113,2.591960229602172
mesh6,grid2,0.1666666666666667,0.0,0.0,114,2.603053049267629
mesh6,grid2,0.1666666666666667,0.0,0.0,115,2.7017916345202684
mesh6,grid2,0.1666666666666667,0.0,0.0,116,2.7636455553851706
mesh6,grid2,0.1666666666666667,0.0,0.0,117,2.789279198279074
mesh6,grid2,0.1666666666666667,0.0,0.0,118,2.834616441769714
mesh6,grid2,0.1666666666666667,0.0,0.0,119,2.872102449825759
mesh6,grid2,0.1666666666666667,0.0,0.0,120,2.914266471530345
mesh6,grid2,0.1666666666666667,0.0,0.0,121,2.940613948570142
mesh6,grid2,0.1666666666666667,0.0,0.0,122,2.9545288081115864
mesh6,grid2,0.1666666666666667,0.0,0.0,123,2.97582444413895
mesh6,grid2,0.1666666666666667,0.0,0.0,124,3.702189879040837
mesh6,grid2,0.1666666666666667,0.0,0.0,125,3.7112520839363405
mesh6,grid2,0.1666666666666667,0.0,0.0,126,3.8292787640571433
mesh6,grid2,0.1666666666666667,0.0,0.0,127,3.856002836385059
mesh6,grid2,0.1666666666666667,0.0,0.0,128,4.044885861871252
mesh6,grid2,0.1666666666666667,0.0,0.0,129,4.051577221183057
mesh6,grid2,0.1666666666666667,0.0,0.0,130,4.2451362393872305
mesh6,grid2,0.1666666666666667,0.0,0.0,131,4.2491561244950065
mesh6,grid2,0.1666666666666667,0.0,0.0,132,4.3866662642886105
mesh6,grid2,0.1666666666666667,0.0,0.0,133,4.408302973177206
mesh6,grid2,0.1666666666666667,0.0,0.0,134,4.469946060430303
mesh6,grid2,0.1666666666666667,0.0,0.0,135,4.4727316602699325
mesh6,grid2,0.1666666666666667,0.0,0.0,136,4.8468824353439475
mesh6,grid2,0.1666666666666667,0.0,0.0,137,4.889398879386119
mesh6,grid2,0.1666666666666667,0.0,0.0,138,4.918242172075553
mesh6,grid2,0.1666666666666667,0.0,0.0,139,5.040246816660032
mesh6,grid2,0.1666666666666667,0.0,0.0,140,5.107957968427019
mesh6,grid2,0.1666666666666667,0.0,0.0,141,5.1456555458910955
mesh6,grid2,0.1666666666666667,0.0,0.0,142,5.254285723784639
mesh6,grid2,0.1666666666666667,0.0,0.0,143,5.281724466748684
mesh6,grid2,0.1666666666666667,0.0,0.0,144,5.360470237786371
mesh6,grid2,0.1666666666666667,0.0,0.0,145,5.368144134552907
mesh6,grid2,0.1666666666666667,0.0,0.0,146,5.410079629861046
mesh6,grid2,0.1666666666666667,0.0,0.0,147,5.443645128015729
mesh6,grid2,0.1666666666666667,0.0,0.0,148,5.458321005724578
mesh6,grid2,0.1666666666666667,0.0,0.0,149,5.4978184140753115
mesh6,grid2,0.1666666666666667,0.0,0.0,150,5.518431971481906
mesh6,grid2,0.1666666666666667,0.0,0.0,151,5.552196623489034
mesh6,grid2,0.1666666666666667,0.0,0.0,152,5.597900239751566
mesh6,grid2,0.1666666666666667,0.0,0.0,153,5.6136121011257165
mesh6,grid2,0.1666666666666667,0.0,0.0,154,5.664744665536223
mesh6,grid2,0.1666666666666667,0.0,0.0,155,5.69426814597206
mesh6,grid2,0.1666666666666667,0.0,0.0,156,5.703352402940013
mesh6,grid2,0.1666666666666667,0.0,0.0,157,5.747567447951646
mesh6,grid2,0.1666666666666667,0.0,0.0,158,5.78298026152061
mesh6,grid2,0.1666666666666667,0.0,0.0,159,5.816461438887826
mesh6,grid2,0.1666666666666667,0.0,0.0,160,5.911955514142946
mesh6,grid2,0.1666666666666667,0.0,0.0,161,5.926610299441424
mesh6,grid2,0.1666666666666667,0.0,0.0,162,5.942012108346791
mesh6,grid2,0.1666666666666667,0.0,0.0,163,6.1022977497823065
mesh6,grid2,0.1666666666666667,0.0,0.0,164,6.142195989989737
mesh6,grid2,0.1666666666666667,0.0,0.0,165,6.1423273071793885
mesh6,grid2,0.1666666666666667,0.0,0.0,166,6.267533206963042
mesh6,grid2,0.1666666666666667,0.0,0.0,167,6.3094876880698365
mesh6,grid2,0.1666666666666667,0.0,0.0,168,6.3099397569236615
mesh6,grid2,0.1666666666666667,0.0,0.0,169,6.842906480734359
mesh6,grid2,0.1666666666666667,0.0,0.0,170,6.88540722911752
mesh6,grid2,0.1666666666666667,0.0,0.0,171,6.885869166565523
mesh6,grid2,0.1666666666666667,0.0,0.0,172,6.9463223880484675
mesh6,grid2,0.1666666666666667,0.0,0.0,173,6.991578739739543
mesh6,grid2,0.1666666666666667,0.0,0.0,174,6.993453657589921
mesh6,grid2,0.1666666666666667,0.0,0.0,175,7.057883441368217
mesh6,grid2,0.1666666666666667,0.0,0.0,176,7.103027434130894
mesh6,grid2,0.1666666666666667,0.0,0.0,177,7.103888371866184
mesh6,grid2,0.1666666666666667,0.0,0.0,178,7.448675320433345
mesh6,grid2,0.1666666666666667,0.0,0.0,179,7.48442109651628
mesh6,grid2,0.1666666666666667,0.0,0.0,180,7.5069438963228885
mesh6,grid2,0.1666666666666667,0.0,0.0,181,7.643735070474151
mesh6,grid2,0.1666666666666667,0.0,0.0,182,7.670050666245719
mesh6,grid2,0.1666666666666667,0.0,0.0,183,7.708036429734796
mesh6,grid2,0.1666666666666667,0.0,0.0,184,7.743540156978013
mesh6,grid2,0.1666666666666667,0.0,0.0,185,7.7495491208229685
mesh6,grid2,0.1666666666666667,0.0,0.0,186,7.80324979130693
mesh6,grid2,0.1666666666666667,0.0,0.0,187,7.826738043182544
mesh6,grid2,0.1666666666666667,0.0,0.0,188,8.008572640081749
mesh6,grid2,0.1666666666666667,0.0,0.0,189,8.022382359725835
mesh6,grid2,0.1666666666666667,0.0,0.0,190,8.109921751291878
mesh6,grid2,0.1666666666666667,0.0,0.0,191,8.150047861642832
mesh6,grid2,0.1666666666666667,0.0,0.0,192,8.181363549582283
mesh6,grid3,0.3333333333333333,0.0,0.0,1,-9.134126913032745
mesh6,grid3,0.3333333333333333,0.0,0.0,2,-9.131439963474143
mesh6,grid3,0.3333333333333333,0.0,0.0,3,-9.12393792935477
mesh6,grid3,0.3333333333333333,0.0,0.0,4,-9.11773846141664
mesh6,grid3,0.3333333333333333,0.0,0.0,5,-8.971604848568596
mesh6,grid3,0.3333333333333333,0.0,0.0,6,-8.965303504767572
mesh6,grid3,0.3333333333333333,0.0,0.0,7,-8.953007619642221
mesh6,grid3,0.3333333333333333,0.0,0.0,8,-8.949840826498466
mesh6,grid3,0.3333333333333333,0.0,0.0,9,-8.892839647102871
mesh6,grid3,0.3333333333333333,0.0,0.0,10,-8.892440797119775
mesh6,grid3,0.3333333333333333,0.0,0.0,11,-8.86952181620616
mesh6,grid3,0.3333333333333333,0.0,0.0,12,-8.869286866426275
mesh6,grid3,0.3333333333333333,0.0,0.0,13,-7.745403267388568
mesh6,grid3,0.3333333333333333,0.0,0.0,14,-7.733428865940381
mesh6,grid3,0.3333333333333333,0.0,0.0,15,-7.677920417206131
mesh6,grid3,0.3333333333333333,0.0,0.0,16,-7.649231456771105
mesh6,grid3,0.3333333333333333,0.0,0.0,17,-7.635199359179648
mesh6,grid3,0.3333333333333333,0.0,0.0,18,-7.618121754283317
mesh6,grid3,0.3333333333333333,0.0,0.0,19,-7.432014128296974
mesh6,grid3,0.3333333333333333,0.0,0.0,20,-7.407232981024629
mesh6,grid3,0.3333333333333333,0.0,0.0,21,-7.355445499235405
