k_index,kx_fractional,ky_fractional,kz_fractional,path_distance_inv_A,photon_energy_eV,left_spectrum_au,right_spectrum_au,selectivity,selectivity_is_resolved
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.74,0.0001,0.0341,-0.9941520467836256,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.75,0.0001,0.0316,-0.9936908517350156,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.76,0.0001,0.0289,-0.993103448275862,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.77,0.0001,0.0264,-0.9924528301886792,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.78,0.0001,0.0245,-0.9918699186991871,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.79,0.0001,0.0235,-0.9915254237288136,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.8,0.0,0.0234,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.81,0.0001,0.0243,-0.9918032786885247,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.82,0.0001,0.0259,-0.9923076923076923,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.83,0.0001,0.0277,-0.9928057553956835,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.84,0.0001,0.0295,-0.9932432432432433,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.85,0.0001,0.0306,-0.993485342019544,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.86,0.0001,0.0309,-0.9935483870967742,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.87,0.0001,0.0302,-0.9933993399339934,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.88,0.0001,0.0285,-0.993006993006993,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.89,0.0001,0.0259,-0.9923076923076923,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.9,0.0,0.0226,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.91,0.0,0.019,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.92,0.0,0.0153,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.93,0.0,0.0119,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.94,0.0,0.0088,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.95,0.0,0.0063,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.96,0.0,0.0044,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.97,0.0,0.0029,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.98,0.0,0.0018,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,1.99,0.0,0.0011,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.0,0.0,0.0007,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.01,0.0,0.0004,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.02,0.0,0.0002,-1.0,1
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.03,0.0,0.0001,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.04,0.0,0.0001,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.05,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.06,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.07,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.08,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.09,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.1,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.11,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.12,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.13,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.14,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.15,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.16,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.17,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.18,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.19,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.2,0.0,0.0,,0
2,0.31883739130434785,0.6376814782608696,0.0,0.05742194304395149,2.21,0.0,0.0,,0
